rep,arm,mission,scenario,zones_installed,obstacles_installed,outcome,reason,plan_mode,zone_pass,plan_total_ms,chain_total_ms,frontend_ms,max_solve_ms,eikonal_ms,grid,ceiling_u,geo_z_max_u,pieces,flight_s,min_agl_u,env_viol_pct,env_peak_pct,env_peak_limit,risk_max,risk_exposure_s,hard_zone_contacts,hard_zone_contact_s,soft_zone_contacts,zone_policy_measurable,zone_sample_dt,obstacles_expected,obstacles_added,obstacles_deferred,obstacles_skipped,retry_fallback,seam_worst,zones_in_search,leaked_procs,log,log_src
1,direct_off,r6_zone_slalom,r6_slalom_gates,8,8,CLEAN,,direct,2,9533.0,,,,2845.2,621x1176x128,35.47,6.6,,,0.004,0.2,101.2,bank angle,0.0539,0.3,0,0.0,163,true,0.10,8,8,0,0,2,,8,0,direct_off_r6_zone_slalom_r6_slalom_gates_r1.log,path_manager_20260811_151502.log
1,off,r7_encircled_goal,r7_goal_ring,8,8,REJECTED,N=2 shared handoff admits no arrival retry; single-shot fallback failed too,,1,976.0,,,,274.1,917x356x97,27.95,5.56,,,,,0.0,,,,,,,,,8,8,0,0,1,,8,0,off_r7_encircled_goal_r7_goal_ring_r1.log,path_manager_20260811_151529.log
1,on,r7_encircled_goal,r7_goal_ring,8,8,REJECTED,N=2 shared handoff admits no arrival retry; single-shot fallback failed too,,1,959.0,,,,273.8,917x356x97,27.95,5.56,,,,,0.0,,,,,,,,,8,8,0,0,1,,8,0,on_r7_encircled_goal_r7_goal_ring_r1.log,path_manager_20260811_151547.log
1,direct_off,r7_encircled_goal,r7_goal_ring,8,8,REJECTED,auto-N below threshold (phase mode: direct); single-shot fallback failed too,,1,811.0,,,,248.9,917x356x97,27.95,5.56,,,,,0.0,,,,,,,,,8,8,0,0,1,,8,0,direct_off_r7_encircled_goal_r7_goal_ring_r1.log,path_manager_20260811_151605.log
2,on,r1_coastal_terrain_following,r1_dynamic_surface_obstacles,2,5,REJECTED,"stitched flight is unflyable (hard-zone contact; ) — whole-flight evaluation, which no per-solve audit performs",,1,1012.0,,,,953.2,1969x489x120,32.05,6.19,,,,0.0,0.0,,0.0000,0.0,21,2.1,0,true,0.10,5,5,0,0,0,3.140e-16,2,0,on_r1_coastal_terrain_following_r1_dynamic_surface_obstacles_r2.log,path_manager_20260811_151626.log
2,off,r1_coastal_terrain_following,r1_dynamic_surface_obstacles,2,5,REJECTED,"stitched flight is unflyable (hard-zone contact; ) — whole-flight evaluation, which no per-solve audit performs",,1,1037.0,,,,979.0,1969x489x120,32.05,6.19,,,,0.0,0.0,,0.0000,0.0,20,2.0,0,true,0.10,5,5,0,0,0,4.547e-13,2,0,off_r1_coastal_terrain_following_r1_dynamic_surface_obstacles_r2.log,path_manager_20260811_151645.log
2,on,r2_high_altitude_probe,,0,0,CLEAN,,chain,,527.0,528.0,331.0,195.0,315.5,537x950x98,32.25,10.14,98,482.7,0.579,0.0,94.3,maximum thrust,0.0000,0.0,0,0.0,0,true,0.10,0,,,,0,9.095e-13,0,0,on_r2_high_altitude_probe_nozone_r2.log,path_manager_20260811_151704.log
2,off,r2_high_altitude_probe,,0,0,CLEAN,,chain,,474.0,474.0,315.0,157.0,300.2,537x950x98,32.25,10.14,98,482.7,0.579,0.0,94.3,maximum thrust,0.0000,0.0,0,0.0,0,true,0.10,0,,,,0,9.095e-13,0,0,off_r2_high_altitude_probe_nozone_r2.log,path_manager_20260811_151716.log
2,on,r2_ridge_crossing,r2_ridge_gauntlet,6,6,CLEAN,,direct,1,26523.0,,,,1119.5,726x1139x124,34.28,10.28,,,0.29,0.0,99.2,bank angle,0.0000,0.0,0,0.0,0,true,0.10,6,6,0,0,2,,6,0,on_r2_ridge_crossing_r2_ridge_gauntlet_r2.log,path_manager_20260811_151728.log
2,off,r2_ridge_crossing,r2_ridge_gauntlet,6,6,CLEAN,,direct,1,29413.0,,,,1110.6,726x1139x124,34.28,10.28,,,0.29,0.0,99.2,bank angle,0.0000,0.0,0,0.0,0,true,0.10,6,6,0,0,2,,6,0,off_r2_ridge_crossing_r2_ridge_gauntlet_r2.log,path_manager_20260811_151813.log
2,on,r3_mountain_terrain_following,r3_dense_corridor,9,10,CLEAN,,chain,1,5749.0,5749.0,628.0,5119.0,595.3,356x718x134,36.89,8.0,159,326.9,0.285,0.4,101.9,bank angle,0.0000,0.0,0,0.0,0,true,0.10,10,10,0,0,1,9.095e-13,9,0,on_r3_mountain_terrain_following_r3_dense_corridor_r2.log,path_manager_20260811_151902.log
2,off,r3_mountain_terrain_following,r3_dense_corridor,9,10,CLEAN,,chain,1,5903.0,5903.0,631.0,5269.0,598.9,356x718x134,36.89,8.0,159,326.8,0.29,0.4,101.9,bank angle,0.0000,0.0,0,0.0,0,true,0.10,10,10,0,0,1,9.095e-13,9,0,off_r3_mountain_terrain_following_r3_dense_corridor_r2.log,path_manager_20260811_151925.log
2,on,r3_mountain_terrain_following,r3_dense_overlap,7,7,REJECTED,segment 3/3 failed (merge retries exhausted); single-shot fallback failed too,,1,1978.0,,,,656.7,467x763x125,34.29,7.1,,,,,5492.0,,,,,,,,,7,7,0,0,3,,7,0,on_r3_mountain_terrain_following_r3_dense_overlap_r2.log,path_manager_20260811_151948.log
2,off,r3_mountain_terrain_following,r3_dense_overlap,7,7,REJECTED,segment 3/3 failed (merge retries exhausted); single-shot fallback failed too,,1,1992.0,,,,682.1,467x763x125,34.29,7.1,,,,,5492.0,,,,,,,,,7,7,0,0,3,,7,0,off_r3_mountain_terrain_following_r3_dense_overlap_r2.log,path_manager_20260811_152007.log
2,on,r3_mountain_terrain_following,r3_goal_in_zone,1,1,CLEAN,,chain,1,3860.0,3860.0,321.0,3538.0,305.4,279x763x125,34.29,7.5,134,322.4,0.079,0.8,104.7,bank angle,0.8139,3.9,0,0.0,51,true,0.10,1,1,0,0,0,4.547e-13,1,0,on_r3_mountain_terrain_following_r3_goal_in_zone_r2.log,path_manager_20260811_152026.log
2,off,r3_mountain_terrain_following,r3_goal_in_zone,1,1,CLEAN,,chain,1,10354.0,10355.0,320.0,10033.0,302.9,279x763x125,34.29,7.75,141,322.3,0.083,0.8,104.6,bank angle,0.8140,3.9,0,0.0,52,true,0.10,1,1,0,0,0,1.017e-12,1,0,off_r3_mountain_terrain_following_r3_goal_in_zone_r2.log,path_manager_20260811_152048.log
2,on,r3_mountain_terrain_following,r3_mixed_terrain_zones,5,7,CLEAN,,chain,2,10300.0,10301.0,1503.0,8275.0,1474.4,317x740x126,34.67,6.62,162,320.6,0.179,1.6,102.6,bank angle,0.0010,0.0,0,0.0,23,true,0.10,7,7,0,0,3,4.441e-16,5,0,on_r3_mountain_terrain_following_r3_mixed_terrain_zones_r2.log,path_manager_20260811_152116.log
2,off,r3_mountain_terrain_following,r3_mixed_terrain_zones,5,7,CLEAN,,chain,2,9709.0,9710.0,1482.0,8225.0,1453.2,317x740x126,34.67,6.62,162,320.3,0.179,1.6,102.6,bank angle,0.0010,0.0,0,0.0,25,true,0.10,7,7,0,0,1,6.431e-13,5,0,off_r3_mountain_terrain_following_r3_mixed_terrain_zones_r2.log,path_manager_20260811_152145.log
2,on,r3_mountain_terrain_following,r3_multiple_zones,3,4,CLEAN,,chain,1,1656.0,1657.0,464.0,1191.0,448.3,423x696x132,36.34,8.61,104,236.7,0.333,0.0,99.0,maximum thrust,0.0000,0.0,0,0.0,0,true,0.10,4,4,0,0,1,9.095e-13,3,0,on_r3_mountain_terrain_following_r3_multiple_zones_r2.log,path_manager_20260811_152212.log
2,off,r3_mountain_terrain_following,r3_multiple_zones,3,4,CLEAN,,chain,1,790.0,790.0,467.0,322.0,451.6,423x696x132,36.34,8.64,112,238.6,0.324,0.0,98.3,maximum thrust,0.0000,0.0,0,0.0,0,true,0.10,4,4,0,0,1,2.484e-16,3,0,off_r3_mountain_terrain_following_r3_multiple_zones_r2.log,path_manager_20260811_152231.log
2,on,r3_mountain_terrain_following,r3_nested_zones,4,4,CLEAN,,chain,1,1759.0,1759.0,792.0,965.0,761.3,463x940x111,30.14,7.68,95,288.2,0.343,0.0,99.7,bank angle,0.0000,0.0,0,0.0,0,true,0.10,4,4,0,0,1,1.017e-12,4,0,on_r3_mountain_terrain_following_r3_nested_zones_r2.log,path_manager_20260811_152250.log
2,off,r3_mountain_terrain_following,r3_nested_zones,4,4,CLEAN,,chain,1,1298.0,1299.0,794.0,503.0,763.6,463x940x111,30.14,7.68,95,289.3,0.352,0.0,97.8,lift coefficient,0.0000,0.0,0,0.0,0,true,0.10,4,4,0,0,1,4.547e-13,4,0,off_r3_mountain_terrain_following_r3_nested_zones_r2.log,path_manager_20260811_152310.log
2,on,r3_mountain_terrain_following,r3_single_large_zone,1,1,REJECTED,segment 2/3 failed (merge retries exhausted); single-shot fallback failed too,,1,1523.0,,,,494.8,508x896x117,32.03,3.79,,,,,0.0,,,,,,,,,1,1,0,0,5,,1,0,on_r3_mountain_terrain_following_r3_single_large_zone_r2.log,path_manager_20260811_152329.log
2,off,r3_mountain_terrain_following,r3_single_large_zone,1,1,REJECTED,segment 3/3 failed (merge retries exhausted); single-shot fallback failed too,,1,1492.0,,,,495.0,508x896x117,32.03,3.79,,,,,0.0,,,,,,,,,1,1,0,0,3,,1,0,off_r3_mountain_terrain_following_r3_single_large_zone_r2.log,path_manager_20260811_152347.log
2,on,r4_long_range_traverse,r4_traverse_chain,10,10,CLEAN,,chain,1,3549.0,3549.0,2174.0,1358.0,2095.5,2377x458x128,35.25,8.71,467,1905.5,0.15,0.3,106.6,bank angle,0.0000,0.0,0,0.0,0,true,0.10,10,10,0,0,0,1.017e-12,10,0,on_r4_long_range_traverse_r4_traverse_chain_r2.log,path_manager_20260811_152406.log
2,off,r4_long_range_traverse,r4_traverse_chain,10,10,CLEAN,,chain,1,3509.0,3509.0,2166.0,1327.0,2088.5,2377x458x128,35.25,8.71,467,1904.4,0.364,0.0,100.3,maximum thrust,0.0000,0.0,0,0.0,0,true,0.10,10,10,0,0,0,9.095e-13,10,0,off_r4_long_range_traverse_r4_traverse_chain_r2.log,path_manager_20260811_152427.log
2,on,r5_extended_corridor,r5_corridor_wall,8,8,CLEAN,,chain,2,7235.0,7235.0,2842.0,4384.0,2779.3,350x1960x111,29.9,6.26,329,1143.0,0.284,0.0,96.8,maximum thrust,0.0000,0.0,0,0.0,3,true,0.10,8,8,0,0,0,9.095e-13,8,0,on_r5_extended_corridor_r5_corridor_wall_r2.log,path_manager_20260811_152448.log
2,off,r5_extended_corridor,r5_corridor_wall,8,8,CLEAN,,chain,2,7233.0,7234.0,2856.0,4370.0,2792.7,350x1960x111,29.9,6.26,329,1142.9,0.399,0.0,96.6,maximum thrust,0.0000,0.0,0,0.0,3,true,0.10,8,8,0,0,0,1.286e-12,8,0,off_r5_extended_corridor_r5_corridor_wall_r2.log,path_manager_20260811_152514.log
2,on,r5_transition_success_probe,r5_corridor_wall,8,8,REJECTED,no candidate survived propagation gates (see audit counters),,2,2866.0,,,,2781.2,350x1960x111,29.9,6.26,,,,,,,,,,,,,,8,8,0,0,0,,8,0,on_r5_transition_success_probe_r5_corridor_wall_r2.log,path_manager_20260811_152540.log
2,off,r5_transition_success_probe,r5_corridor_wall,8,8,REJECTED,no candidate survived propagation gates (see audit counters),,2,2896.0,,,,2811.7,350x1960x111,29.9,6.26,,,,,,,,,,,,,,8,8,0,0,0,,8,0,off_r5_transition_success_probe_r5_corridor_wall_r2.log,path_manager_20260811_152602.log
2,on,r5_transition_reject_probe,r5_corridor_wall,8,8,REJECTED,commanded start acceleration is not flyable by the model (inverse commands do not reproduce it inside the envelope),,2,2879.0,,,,2816.4,350x1960x111,29.9,6.26,,,,,,,,,,,,,,8,8,0,0,0,,8,0,on_r5_transition_reject_probe_r5_corridor_wall_r2.log,path_manager_20260811_152623.log
2,off,r5_transition_reject_probe,r5_corridor_wall,8,8,REJECTED,commanded start acceleration is not flyable by the model (inverse commands do not reproduce it inside the envelope),,2,2848.0,,,,2784.7,350x1960x111,29.9,6.26,,,,,,,,,,,,,,8,8,0,0,0,,8,0,off_r5_transition_reject_probe_r5_corridor_wall_r2.log,path_manager_20260811_152645.log
2,on,r6_zone_slalom,r6_slalom_gates,8,8,CLEAN,,chain,2,5853.0,5853.0,3097.0,2866.0,3046.0,621x1176x128,35.47,6.6,111,538.2,0.079,0.1,101.4,load factor,0.0539,0.3,0,0.0,164,true,0.10,8,8,0,0,3,1.017e-12,8,0,on_r6_zone_slalom_r6_slalom_gates_r2.log,path_manager_20260811_152707.log
2,off,r6_zone_slalom,r6_slalom_gates,8,8,CLEAN,,chain,2,5903.0,5904.0,3098.0,2914.0,3047.4,621x1176x128,35.47,6.6,111,538.2,0.079,0.1,101.4,load factor,0.0539,0.3,0,0.0,164,true,0.10,8,8,0,0,3,1.017e-12,8,0,off_r6_zone_slalom_r6_slalom_gates_r2.log,path_manager_20260811_152730.log
2,on,r7_encircled_goal,r7_goal_ring,8,8,REJECTED,N=2 shared handoff admits no arrival retry; single-shot fallback failed too,,1,956.0,,,,260.5,917x356x97,27.95,5.56,,,,,0.0,,,,,,,,,8,8,0,0,1,,8,0,on_r7_encircled_goal_r7_goal_ring_r2.log,path_manager_20260811_152754.log
2,off,r7_encircled_goal,r7_goal_ring,8,8,REJECTED,N=2 shared handoff admits no arrival retry; single-shot fallback failed too,,1,971.0,,,,267.0,917x356x97,27.95,5.56,,,,,0.0,,,,,,,,,8,8,0,0,1,,8,0,off_r7_encircled_goal_r7_goal_ring_r2.log,path_manager_20260811_152812.log
3,off,r1_coastal_terrain_following,r1_dynamic_surface_obstacles,2,5,REJECTED,"stitched flight is unflyable (hard-zone contact; ) — whole-flight evaluation, which no per-solve audit performs",,1,1010.0,,,,951.6,1969x489x120,32.05,6.19,,,,0.0,0.0,,0.0000,0.0,21,2.1,0,true,0.10,5,5,0,0,0,4.547e-13,2,0,off_r1_coastal_terrain_following_r1_dynamic_surface_obstacles_r3.log,path_manager_20260811_152831.log
3,on,r1_coastal_terrain_following,r1_dynamic_surface_obstacles,2,5,REJECTED,"stitched flight is unflyable (hard-zone contact; ) — whole-flight evaluation, which no per-solve audit performs",,1,1020.0,,,,963.5,1969x489x120,32.05,6.19,,,,0.0,0.0,,0.0000,0.0,21,2.1,0,true,0.10,5,5,0,0,0,4.547e-13,2,0,on_r1_coastal_terrain_following_r1_dynamic_surface_obstacles_r3.log,path_manager_20260811_152850.log
3,off,r2_high_altitude_probe,,0,0,CLEAN,,chain,,489.0,490.0,310.0,177.0,295.3,537x950x98,32.25,10.14,98,482.7,0.579,0.0,94.3,maximum thrust,0.0000,0.0,0,0.0,0,true,0.10,0,,,,0,9.095e-13,0,0,off_r2_high_altitude_probe_nozone_r3.log,path_manager_20260811_152910.log
3,on,r2_high_altitude_probe,,0,0,CLEAN,,chain,,469.0,470.0,314.0,153.0,299.2,537x950x98,32.25,10.14,98,482.7,0.579,0.0,94.3,maximum thrust,0.0000,0.0,0,0.0,0,true,0.10,0,,,,0,9.095e-13,0,0,on_r2_high_altitude_probe_nozone_r3.log,path_manager_20260811_152922.log
3,off,r2_ridge_crossing,r2_ridge_gauntlet,6,6,CLEAN,,direct,1,29250.0,,,,1111.6,726x1139x124,34.28,10.28,,,0.29,0.0,99.2,bank angle,0.0000,0.0,0,0.0,0,true,0.10,6,6,0,0,2,,6,0,off_r2_ridge_crossing_r2_ridge_gauntlet_r3.log,path_manager_20260811_152934.log
3,on,r2_ridge_crossing,r2_ridge_gauntlet,6,6,CLEAN,,direct,1,26568.0,,,,1110.5,726x1139x124,34.28,10.28,,,0.29,0.0,99.2,bank angle,0.0000,0.0,0,0.0,0,true,0.10,6,6,0,0,2,,6,0,on_r2_ridge_crossing_r2_ridge_gauntlet_r3.log,path_manager_20260811_153021.log
3,off,r3_mountain_terrain_following,r3_dense_corridor,9,10,CLEAN,,chain,1,6016.0,6016.0,626.0,5387.0,593.5,356x718x134,36.89,8.0,159,326.8,0.29,0.4,101.9,bank angle,0.0000,0.0,0,0.0,0,true,0.10,10,10,0,0,1,9.095e-13,9,0,off_r3_mountain_terrain_following_r3_dense_corridor_r3.log,path_manager_20260811_153107.log
3,on,r3_mountain_terrain_following,r3_dense_corridor,9,10,CLEAN,,chain,1,5964.0,5965.0,633.0,5329.0,601.2,356x718x134,36.89,8.0,159,326.9,0.285,0.4,101.9,bank angle,0.0000,0.0,0,0.0,0,true,0.10,10,10,0,0,1,9.095e-13,9,0,on_r3_mountain_terrain_following_r3_dense_corridor_r3.log,path_manager_20260811_153132.log
3,off,r3_mountain_terrain_following,r3_dense_overlap,7,7,REJECTED,segment 3/3 failed (merge retries exhausted); single-shot fallback failed too,,1,2006.0,,,,679.2,467x763x125,34.29,7.1,,,,,5492.0,,,,,,,,,7,7,0,0,3,,7,0,off_r3_mountain_terrain_following_r3_dense_overlap_r3.log,path_manager_20260811_153155.log
3,on,r3_mountain_terrain_following,r3_dense_overlap,7,7,REJECTED,segment 3/3 failed (merge retries exhausted); single-shot fallback failed too,,1,2005.0,,,,670.2,467x763x125,34.29,7.1,,,,,5492.0,,,,,,,,,7,7,0,0,3,,7,0,on_r3_mountain_terrain_following_r3_dense_overlap_r3.log,path_manager_20260811_153214.log
3,off,r3_mountain_terrain_following,r3_goal_in_zone,1,1,CLEAN,,chain,1,10106.0,10106.0,325.0,9779.0,307.6,279x763x125,34.29,7.75,141,322.3,0.083,0.8,104.6,bank angle,0.8140,3.9,0,0.0,52,true,0.10,1,1,0,0,0,1.017e-12,1,0,off_r3_mountain_terrain_following_r3_goal_in_zone_r3.log,path_manager_20260811_153233.log
3,on,r3_mountain_terrain_following,r3_goal_in_zone,1,1,CLEAN,,chain,1,3884.0,3885.0,320.0,3562.0,304.2,279x763x125,34.29,7.5,134,322.4,0.079,0.8,104.7,bank angle,0.8139,3.9,0,0.0,51,true,0.10,1,1,0,0,0,4.547e-13,1,0,on_r3_mountain_terrain_following_r3_goal_in_zone_r3.log,path_manager_20260811_153301.log
3,off,r3_mountain_terrain_following,r3_mixed_terrain_zones,5,7,CLEAN,,chain,2,9766.0,9766.0,1487.0,8277.0,1458.9,317x740x126,34.67,6.62,162,320.3,0.179,1.6,102.6,bank angle,0.0010,0.0,0,0.0,25,true,0.10,7,7,0,0,1,6.431e-13,5,0,off_r3_mountain_terrain_following_r3_mixed_terrain_zones_r3.log,path_manager_20260811_153322.log
3,on,r3_mountain_terrain_following,r3_mixed_terrain_zones,5,7,CLEAN,,chain,2,10254.0,10254.0,1473.0,8255.0,1445.2,317x740x126,34.67,6.62,162,320.6,0.179,1.6,102.6,bank angle,0.0010,0.0,0,0.0,23,true,0.10,7,7,0,0,3,4.441e-16,5,0,on_r3_mountain_terrain_following_r3_mixed_terrain_zones_r3.log,path_manager_20260811_153350.log
3,off,r3_mountain_terrain_following,r3_multiple_zones,3,4,CLEAN,,chain,1,978.0,978.0,472.0,505.0,457.3,423x696x132,36.34,8.58,122,238.6,0.29,0.0,97.4,bank angle,0.0000,0.0,0,0.0,0,true,0.10,4,4,0,0,1,1.017e-12,3,0,off_r3_mountain_terrain_following_r3_multiple_zones_r3.log,path_manager_20260811_153419.log
3,on,r3_mountain_terrain_following,r3_multiple_zones,3,4,CLEAN,,chain,1,885.0,885.0,467.0,417.0,451.4,423x696x132,36.34,8.64,113,238.3,0.336,0.0,98.3,maximum thrust,0.0000,0.0,0,0.0,0,true,0.10,4,4,0,0,1,2.484e-16,3,0,on_r3_mountain_terrain_following_r3_multiple_zones_r3.log,path_manager_20260811_153438.log
3,off,r3_mountain_terrain_following,r3_nested_zones,4,4,CLEAN,,chain,1,1299.0,1299.0,802.0,495.0,771.5,463x940x111,30.14,7.68,95,289.3,0.352,0.0,97.8,lift coefficient,0.0000,0.0,0,0.0,0,true,0.10,4,4,0,0,1,4.547e-13,4,0,off_r3_mountain_terrain_following_r3_nested_zones_r3.log,path_manager_20260811_153456.log
3,on,r3_mountain_terrain_following,r3_nested_zones,4,4,CLEAN,,chain,1,1788.0,1789.0,792.0,994.0,761.5,463x940x111,30.14,7.68,95,288.2,0.343,0.0,99.7,bank angle,0.0000,0.0,0,0.0,0,true,0.10,4,4,0,0,1,1.017e-12,4,0,on_r3_mountain_terrain_following_r3_nested_zones_r3.log,path_manager_20260811_153514.log
3,off,r3_mountain_terrain_following,r3_single_large_zone,1,1,REJECTED,segment 3/3 failed (merge retries exhausted); single-shot fallback failed too,,1,1476.0,,,,484.7,508x896x117,32.03,3.79,,,,,0.0,,,,,,,,,1,1,0,0,3,,1,0,off_r3_mountain_terrain_following_r3_single_large_zone_r3.log,path_manager_20260811_153533.log
3,on,r3_mountain_terrain_following,r3_single_large_zone,1,1,REJECTED,segment 2/3 failed (merge retries exhausted); single-shot fallback failed too,,1,1494.0,,,,487.9,508x896x117,32.03,3.79,,,,,0.0,,,,,,,,,1,1,0,0,5,,1,0,on_r3_mountain_terrain_following_r3_single_large_zone_r3.log,path_manager_20260811_153552.log
3,off,r4_long_range_traverse,r4_traverse_chain,10,10,CLEAN,,chain,1,3515.0,3516.0,2175.0,1323.0,2098.6,2377x458x128,35.25,8.71,467,1904.4,0.364,0.0,100.3,maximum thrust,0.0000,0.0,0,0.0,0,true,0.10,10,10,0,0,0,9.095e-13,10,0,off_r4_long_range_traverse_r4_traverse_chain_r3.log,path_manager_20260811_153611.log
3,on,r4_long_range_traverse,r4_traverse_chain,10,10,CLEAN,,chain,1,3464.0,3464.0,2160.0,1287.0,2083.4,2377x458x128,35.25,8.71,467,1905.5,0.15,0.3,106.6,bank angle,0.0000,0.0,0,0.0,0,true,0.10,10,10,0,0,0,1.017e-12,10,0,on_r4_long_range_traverse_r4_traverse_chain_r3.log,path_manager_20260811_153632.log
3,off,r5_extended_corridor,r5_corridor_wall,8,8,CLEAN,,chain,2,7281.0,7281.0,2893.0,4380.0,2829.9,350x1960x111,29.9,6.26,329,1142.9,0.399,0.0,96.6,maximum thrust,0.0000,0.0,0,0.0,3,true,0.10,8,8,0,0,0,1.286e-12,8,0,off_r5_extended_corridor_r5_corridor_wall_r3.log,path_manager_20260811_153653.log
3,on,r5_extended_corridor,r5_corridor_wall,8,8,CLEAN,,chain,2,7224.0,7225.0,2831.0,4385.0,2768.3,350x1960x111,29.9,6.26,329,1143.0,0.284,0.0,96.8,maximum thrust,0.0000,0.0,0,0.0,3,true,0.10,8,8,0,0,0,9.095e-13,8,0,on_r5_extended_corridor_r5_corridor_wall_r3.log,path_manager_20260811_153719.log
3,off,r5_transition_success_probe,r5_corridor_wall,8,8,REJECTED,no candidate survived propagation gates (see audit counters),,2,2861.0,,,,2777.0,350x1960x111,29.9,6.26,,,,,,,,,,,,,,8,8,0,0,0,,8,0,off_r5_transition_success_probe_r5_corridor_wall_r3.log,path_manager_20260811_153745.log
3,on,r5_transition_success_probe,r5_corridor_wall,8,8,REJECTED,no candidate survived propagation gates (see audit counters),,2,2873.0,,,,2788.3,350x1960x111,29.9,6.26,,,,,,,,,,,,,,8,8,0,0,0,,8,0,on_r5_transition_success_probe_r5_corridor_wall_r3.log,path_manager_20260811_153807.log
3,off,r5_transition_reject_probe,r5_corridor_wall,8,8,REJECTED,commanded start acceleration is not flyable by the model (inverse commands do not reproduce it inside the envelope),,2,2837.0,,,,2774.6,350x1960x111,29.9,6.26,,,,,,,,,,,,,,8,8,0,0,0,,8,0,off_r5_transition_reject_probe_r5_corridor_wall_r3.log,path_manager_20260811_153829.log
3,on,r5_transition_reject_probe,r5_corridor_wall,8,8,REJECTED,commanded start acceleration is not flyable by the model (inverse commands do not reproduce it inside the envelope),,2,2839.0,,,,2776.4,350x1960x111,29.9,6.26,,,,,,,,,,,,,,8,8,0,0,0,,8,0,on_r5_transition_reject_probe_r5_corridor_wall_r3.log,path_manager_20260811_153851.log
3,off,r6_zone_slalom,r6_slalom_gates,8,8,CLEAN,,chain,2,5768.0,5769.0,3049.0,2829.0,2998.2,621x1176x128,35.47,6.6,111,538.2,0.079,0.1,101.4,load factor,0.0539,0.3,0,0.0,164,true,0.10,8,8,0,0,3,1.017e-12,8,0,off_r6_zone_slalom_r6_slalom_gates_r3.log,path_manager_20260811_153912.log
3,on,r6_zone_slalom,r6_slalom_gates,8,8,CLEAN,,chain,2,5778.0,5779.0,3077.0,2810.0,3026.6,621x1176x128,35.47,6.6,111,538.2,0.079,0.1,101.4,load factor,0.0539,0.3,0,0.0,164,true,0.10,8,8,0,0,3,1.017e-12,8,0,on_r6_zone_slalom_r6_slalom_gates_r3.log,path_manager_20260811_153936.log
3,off,r7_encircled_goal,r7_goal_ring,8,8,REJECTED,N=2 shared handoff admits no arrival retry; single-shot fallback failed too,,1,955.0,,,,264.5,917x356x97,27.95,5.56,,,,,0.0,,,,,,,,,8,8,0,0,1,,8,0,off_r7_encircled_goal_r7_goal_ring_r3.log,path_manager_20260811_153959.log
3,on,r7_encircled_goal,r7_goal_ring,8,8,REJECTED,N=2 shared handoff admits no arrival retry; single-shot fallback failed too,,1,956.0,,,,260.0,917x356x97,27.95,5.56,,,,,0.0,,,,,,,,,8,8,0,0,1,,8,0,on_r7_encircled_goal_r7_goal_ring_r3.log,path_manager_20260811_154018.log
4,on,r1_coastal_terrain_following,r1_dynamic_surface_obstacles,2,5,REJECTED,"stitched flight is unflyable (hard-zone contact; ) — whole-flight evaluation, which no per-solve audit performs",,1,1009.0,,,,951.2,1969x489x120,32.05,6.19,,,,0.0,0.0,,0.0000,0.0,21,2.1,0,true,0.10,5,5,0,0,0,3.140e-16,2,0,on_r1_coastal_terrain_following_r1_dynamic_surface_obstacles_r4.log,path_manager_20260811_154036.log
4,off,r1_coastal_terrain_following,r1_dynamic_surface_obstacles,2,5,REJECTED,"stitched flight is unflyable (hard-zone contact; ) — whole-flight evaluation, which no per-solve audit performs",,1,1016.0,,,,960.7,1969x489x120,32.05,6.17,,,,0.0,0.0,,0.0000,0.0,20,2.0,0,true,0.10,5,5,0,0,0,4.547e-13,2,0,off_r1_coastal_terrain_following_r1_dynamic_surface_obstacles_r4.log,path_manager_20260811_154056.log
4,on,r2_high_altitude_probe,,0,0,CLEAN,,chain,,494.0,495.0,315.0,177.0,300.4,537x950x98,32.25,10.14,98,482.7,0.579,0.0,94.3,maximum thrust,0.0000,0.0,0,0.0,0,true,0.10,0,,,,0,9.095e-13,0,0,on_r2_high_altitude_probe_nozone_r4.log,path_manager_20260811_154115.log
4,off,r2_high_altitude_probe,,0,0,CLEAN,,chain,,481.0,481.0,316.0,164.0,300.7,537x950x98,32.25,10.14,98,482.7,0.579,0.0,94.3,maximum thrust,0.0000,0.0,0,0.0,0,true,0.10,0,,,,0,9.095e-13,0,0,off_r2_high_altitude_probe_nozone_r4.log,path_manager_20260811_154127.log
4,on,r2_ridge_crossing,r2_ridge_gauntlet,6,6,CLEAN,,direct,1,26156.0,,,,1099.5,726x1139x124,34.28,10.28,,,0.29,0.0,99.2,bank angle,0.0000,0.0,0,0.0,0,true,0.10,6,6,0,0,2,,6,0,on_r2_ridge_crossing_r2_ridge_gauntlet_r4.log,path_manager_20260811_154139.log
4,off,r2_ridge_crossing,r2_ridge_gauntlet,6,6,CLEAN,,direct,1,29310.0,,,,1113.7,726x1139x124,34.28,10.28,,,0.29,0.0,99.2,bank angle,0.0000,0.0,0,0.0,0,true,0.10,6,6,0,0,2,,6,0,off_r2_ridge_crossing_r2_ridge_gauntlet_r4.log,path_manager_20260811_154224.log
4,on,r3_mountain_terrain_following,r3_dense_corridor,9,10,CLEAN,,chain,1,6017.0,6017.0,639.0,5376.0,606.6,356x718x134,36.89,8.0,159,326.9,0.285,0.4,101.9,bank angle,0.0000,0.0,0,0.0,0,true,0.10,10,10,0,0,1,9.095e-13,9,0,on_r3_mountain_terrain_following_r3_dense_corridor_r4.log,path_manager_20260811_154312.log
