rep,arm,mission,scenario,zones_installed,obstacles_installed,outcome,reason,plan_mode,zone_pass,plan_total_ms,chain_total_ms,frontend_ms,max_solve_ms,eikonal_ms,grid,ceiling_u,geo_z_max_u,pieces,flight_s,min_agl_u,env_viol_pct,env_peak_pct,env_peak_limit,risk_max,risk_exposure_s,hard_zone_contacts,hard_zone_contact_s,soft_zone_contacts,zone_policy_measurable,zone_sample_dt,obstacles_expected,obstacles_added,obstacles_deferred,obstacles_skipped,retry_fallback,seam_worst,zones_in_search,leaked_procs,yaw_seed,standoff_zone_contacts,zone_clearance_qmin,plan_outcome,plan_reason,yaw_seed_mode,hard_zone_qmin,hard_zone_t0,hard_zone_t1,hard_zone_runs,log,log_src
3,on,r4_long_range_traverse,r4_traverse_chain,10,10,CLEAN,,chain,1,3493.0,3493.0,2150.0,1325.0,2072.0,2377x458x128,35.25,8.71,467,1905.5,0.15,0.3,106.6,bank angle,0.0000,0.0,0,0.0,0,true,0.10,10,10,0,0,0,1.017e-12,10,0,1896227081,0,0.62947,,,FIXED,,,,,on_r4_long_range_traverse_r4_traverse_chain_r3.log,path_manager_20260812_081948.log
3,off,r5_extended_corridor,r5_corridor_wall,8,8,CLEAN,,chain,2,7308.0,7308.0,2875.0,4424.0,2811.7,350x1960x111,29.9,6.26,329,1142.9,0.399,0.0,96.6,maximum thrust,0.0000,0.0,0,0.0,3,true,0.10,8,8,0,0,0,1.286e-12,8,0,1374094994,0,,,,FIXED,,,,,off_r5_extended_corridor_r5_corridor_wall_r3.log,path_manager_20260812_082009.log
3,on,r5_extended_corridor,r5_corridor_wall,8,8,CLEAN,,chain,2,7298.0,7298.0,2875.0,4415.0,2810.6,350x1960x111,29.9,6.26,329,1143.0,0.284,0.0,96.8,maximum thrust,0.0000,0.0,0,0.0,3,true,0.10,8,8,0,0,0,9.095e-13,8,0,1374094994,0,,,,FIXED,,,,,on_r5_extended_corridor_r5_corridor_wall_r3.log,path_manager_20260812_082035.log
3,off,r5_transition_success_probe,r5_corridor_wall,8,8,REJECTED,no candidate survived propagation gates (see audit counters),,2,2930.0,,,,2844.7,350x1960x111,29.9,6.26,,,,,,,,,,,,,,8,8,0,0,0,,8,0,1229705508,,,FAILED,no candidate survived propagation gates (see audit counters),FIXED,,,,,off_r5_transition_success_probe_r5_corridor_wall_r3.log,path_manager_20260812_082102.log
3,on,r5_transition_success_probe,r5_corridor_wall,8,8,REJECTED,no candidate survived propagation gates (see audit counters),,2,2876.0,,,,2790.3,350x1960x111,29.9,6.26,,,,,,,,,,,,,,8,8,0,0,0,,8,0,1229705508,,,FAILED,no candidate survived propagation gates (see audit counters),FIXED,,,,,on_r5_transition_success_probe_r5_corridor_wall_r3.log,path_manager_20260812_082123.log
3,off,r5_transition_reject_probe,r5_corridor_wall,8,8,REJECTED,commanded start acceleration is not flyable by the model (inverse commands do not reproduce it inside the envelope),,2,2828.0,,,,2764.5,350x1960x111,29.9,6.26,,,,,,,,,,,,,,8,8,0,0,0,,8,0,1560739544,,,FAILED,commanded start acceleration is not flyable by the model (inverse commands do no,FIXED,,,,,off_r5_transition_reject_probe_r5_corridor_wall_r3.log,path_manager_20260812_082145.log
3,on,r5_transition_reject_probe,r5_corridor_wall,8,8,REJECTED,commanded start acceleration is not flyable by the model (inverse commands do not reproduce it inside the envelope),,2,2851.0,,,,2788.1,350x1960x111,29.9,6.26,,,,,,,,,,,,,,8,8,0,0,0,,8,0,1560739544,,,FAILED,commanded start acceleration is not flyable by the model (inverse commands do no,FIXED,,,,,on_r5_transition_reject_probe_r5_corridor_wall_r3.log,path_manager_20260812_082206.log
3,off,r6_zone_slalom,r6_slalom_gates,8,8,CLEAN,,chain,2,5790.0,5790.0,3086.0,2800.0,3035.3,621x1176x128,35.47,6.6,111,538.2,0.079,0.1,101.4,load factor,0.0539,0.3,0,0.0,164,true,0.10,8,8,0,0,3,1.017e-12,8,0,1248294078,0,,DEGRADED,"phase handoffs not found (departure idx 31, arrival idx 34) — N kept, balanced j",FIXED,,,,,off_r6_zone_slalom_r6_slalom_gates_r3.log,path_manager_20260812_082228.log
3,on,r6_zone_slalom,r6_slalom_gates,8,8,CLEAN,,chain,2,5744.0,5744.0,3072.0,2781.0,3021.5,621x1176x128,35.47,6.6,111,538.2,0.079,0.1,101.4,load factor,0.0539,0.3,0,0.0,164,true,0.10,8,8,0,0,3,1.017e-12,8,0,1248294078,0,,DEGRADED,"phase handoffs not found (departure idx 31, arrival idx 34) — N kept, balanced j",FIXED,,,,,on_r6_zone_slalom_r6_slalom_gates_r3.log,path_manager_20260812_082252.log
3,off,r7_encircled_goal,r7_goal_ring,8,8,REJECTED,N=2 shared handoff admits no arrival retry; single-shot fallback failed too,,1,946.0,,,,265.0,917x356x97,27.95,5.56,,,,,0.0,,,,,,,,,8,8,0,0,1,,8,0,1052597313,,,FAILED,N=2 shared handoff admits no arrival retry; single-shot fallback failed too,FIXED,,,,,off_r7_encircled_goal_r7_goal_ring_r3.log,path_manager_20260812_082315.log
3,on,r7_encircled_goal,r7_goal_ring,8,8,REJECTED,N=2 shared handoff admits no arrival retry; single-shot fallback failed too,,1,942.0,,,,261.9,917x356x97,27.95,5.56,,,,,0.0,,,,,,,,,8,8,0,0,1,,8,0,1052597313,,,FAILED,N=2 shared handoff admits no arrival retry; single-shot fallback failed too,FIXED,,,,,on_r7_encircled_goal_r7_goal_ring_r3.log,path_manager_20260812_082334.log
4,on,r1_coastal_terrain_following,r1_dynamic_surface_obstacles,2,5,CLEAN,,chain,1,997.0,998.0,961.0,33.0,940.2,1969x489x120,32.05,6.17,98,827.7,0.658,0.0,93.8,maximum thrust,0.0000,0.0,0,0.0,0,true,0.10,5,5,0,0,1,9.095e-13,2,0,1413399797,22,1.04939,DEGRADED,flight entered the routing standoff shell around a HARD_AVOID zone (22 samples) ,FIXED,1.04939,559.90,562.00,1,on_r1_coastal_terrain_following_r1_dynamic_surface_obstacles_r4.log,path_manager_20260812_082352.log
4,off,r1_coastal_terrain_following,r1_dynamic_surface_obstacles,2,5,CLEAN,,chain,1,1009.0,1010.0,972.0,34.0,951.2,1969x489x120,32.05,6.17,98,827.7,0.658,0.0,93.8,maximum thrust,0.0000,0.0,0,0.0,0,true,0.10,5,5,0,0,1,9.095e-13,2,0,1413399797,22,1.04939,DEGRADED,flight entered the routing standoff shell around a HARD_AVOID zone (22 samples) ,FIXED,1.04939,559.90,562.00,1,off_r1_coastal_terrain_following_r1_dynamic_surface_obstacles_r4.log,path_manager_20260812_082412.log
4,on,r2_high_altitude_probe,,0,0,CLEAN,,chain,,491.0,491.0,296.0,193.0,281.0,537x950x98,32.25,10.14,98,482.7,0.579,0.0,94.3,maximum thrust,0.0000,0.0,0,0.0,0,true,0.10,0,,,,0,9.095e-13,0,0,837757593,0,,,,FIXED,,,,,on_r2_high_altitude_probe_nozone_r4.log,path_manager_20260812_082431.log
4,off,r2_high_altitude_probe,,0,0,CLEAN,,chain,,472.0,472.0,306.0,164.0,290.6,537x950x98,32.25,10.14,98,482.7,0.579,0.0,94.3,maximum thrust,0.0000,0.0,0,0.0,0,true,0.10,0,,,,0,9.095e-13,0,0,837757593,0,,,,FIXED,,,,,off_r2_high_altitude_probe_nozone_r4.log,path_manager_20260812_082443.log
4,on,r2_ridge_crossing,r2_ridge_gauntlet,6,6,CLEAN,,direct,1,25803.0,,,,1101.1,726x1139x124,34.28,10.28,,,0.29,0.0,99.2,bank angle,0.0000,0.0,0,0.0,0,true,0.10,6,6,0,0,2,,6,0,278175525,0,0.35307,DEGRADED,2 segments failed,FIXED,,,,,on_r2_ridge_crossing_r2_ridge_gauntlet_r4.log,path_manager_20260812_082455.log
4,off,r2_ridge_crossing,r2_ridge_gauntlet,6,6,CLEAN,,direct,1,28775.0,,,,1113.2,726x1139x124,34.28,10.28,,,0.29,0.0,99.2,bank angle,0.0000,0.0,0,0.0,0,true,0.10,6,6,0,0,2,,6,0,278175525,0,0.35307,DEGRADED,2 segments failed,FIXED,,,,,off_r2_ridge_crossing_r2_ridge_gauntlet_r4.log,path_manager_20260812_082539.log
4,on,r3_mountain_terrain_following,r3_dense_corridor,9,10,CLEAN,,chain,1,5784.0,5785.0,631.0,5150.0,598.6,356x718x134,36.89,8.0,159,326.9,0.285,0.4,101.9,bank angle,0.0000,0.0,0,0.0,0,true,0.10,10,10,0,0,1,9.095e-13,9,0,595065622,0,0.39104,DEGRADED,"phase handoffs not found (departure idx -1, arrival idx -1) — N kept, balanced j",FIXED,,,,,on_r3_mountain_terrain_following_r3_dense_corridor_r4.log,path_manager_20260812_082627.log
4,off,r3_mountain_terrain_following,r3_dense_corridor,9,10,CLEAN,,chain,1,5816.0,5817.0,631.0,5183.0,598.5,356x718x134,36.89,8.0,159,326.8,0.29,0.4,101.9,bank angle,0.0000,0.0,0,0.0,0,true,0.10,10,10,0,0,1,9.095e-13,9,0,595065622,0,0.39104,DEGRADED,"phase handoffs not found (departure idx -1, arrival idx -1) — N kept, balanced j",FIXED,,,,,off_r3_mountain_terrain_following_r3_dense_corridor_r4.log,path_manager_20260812_082650.log
4,on,r3_mountain_terrain_following,r3_dense_overlap,7,7,REJECTED,segment 3/3 failed (merge retries exhausted); single-shot fallback failed too,,1,2015.0,,,,674.8,467x763x125,34.29,7.1,,,,,5492.0,,,,,,,,,7,7,0,0,3,,7,0,595065622,,,FAILED,segment 3/3 failed (merge retries exhausted); single-shot fallback failed too,FIXED,,,,,on_r3_mountain_terrain_following_r3_dense_overlap_r4.log,path_manager_20260812_082714.log
4,off,r3_mountain_terrain_following,r3_dense_overlap,7,7,REJECTED,segment 3/3 failed (merge retries exhausted); single-shot fallback failed too,,1,1940.0,,,,656.4,467x763x125,34.29,7.1,,,,,5492.0,,,,,,,,,7,7,0,0,3,,7,0,595065622,,,FAILED,segment 3/3 failed (merge retries exhausted); single-shot fallback failed too,FIXED,,,,,off_r3_mountain_terrain_following_r3_dense_overlap_r4.log,path_manager_20260812_082733.log
4,on,r3_mountain_terrain_following,r3_goal_in_zone,1,1,CLEAN,,chain,1,3860.0,3860.0,318.0,3539.0,302.8,279x763x125,34.29,7.5,134,322.4,0.079,0.8,104.7,bank angle,0.8139,3.9,0,0.0,51,true,0.10,1,1,0,0,0,4.547e-13,1,0,595065622,0,,,,FIXED,,,,,on_r3_mountain_terrain_following_r3_goal_in_zone_r4.log,path_manager_20260812_082752.log
4,off,r3_mountain_terrain_following,r3_goal_in_zone,1,1,CLEAN,,chain,1,4274.0,4274.0,318.0,3954.0,302.4,279x763x125,34.29,7.5,134,322.4,0.079,0.8,104.7,bank angle,0.8139,3.9,0,0.0,51,true,0.10,1,1,0,0,0,4.547e-13,1,0,595065622,0,,,,FIXED,,,,,off_r3_mountain_terrain_following_r3_goal_in_zone_r4.log,path_manager_20260812_082814.log
4,on,r3_mountain_terrain_following,r3_mixed_terrain_zones,5,7,CLEAN,,chain,2,10363.0,10364.0,1496.0,8359.0,1467.9,317x740x126,34.67,6.62,162,320.6,0.179,1.6,102.6,bank angle,0.0010,0.0,0,0.0,23,true,0.10,7,7,0,0,3,4.441e-16,5,0,595065622,0,,DEGRADED,"phase handoffs not found (departure idx -1, arrival idx -1) — N kept, balanced j",FIXED,,,,,on_r3_mountain_terrain_following_r3_mixed_terrain_zones_r4.log,path_manager_20260812_082837.log
4,off,r3_mountain_terrain_following,r3_mixed_terrain_zones,5,7,CLEAN,,chain,2,9656.0,9656.0,1466.0,8188.0,1436.8,317x740x126,34.67,6.62,162,320.3,0.179,1.6,102.6,bank angle,0.0010,0.0,0,0.0,25,true,0.10,7,7,0,0,1,6.431e-13,5,0,595065622,0,,DEGRADED,"phase handoffs not found (departure idx -1, arrival idx -1) — N kept, balanced j",FIXED,,,,,off_r3_mountain_terrain_following_r3_mixed_terrain_zones_r4.log,path_manager_20260812_082905.log
4,on,r3_mountain_terrain_following,r3_multiple_zones,3,4,CLEAN,,chain,1,836.0,836.0,467.0,367.0,452.1,423x696x132,36.34,8.64,112,238.6,0.324,0.0,98.3,maximum thrust,0.0000,0.0,0,0.0,0,true,0.10,4,4,0,0,1,2.484e-16,3,0,595065622,0,0.61320,DEGRADED,"phase handoffs not found (departure idx -1, arrival idx -1) — N kept, balanced j",FIXED,,,,,on_r3_mountain_terrain_following_r3_multiple_zones_r4.log,path_manager_20260812_082932.log
4,off,r3_mountain_terrain_following,r3_multiple_zones,3,4,CLEAN,,chain,1,805.0,805.0,461.0,342.0,445.7,423x696x132,36.34,8.64,112,238.6,0.324,0.0,98.3,maximum thrust,0.0000,0.0,0,0.0,0,true,0.10,4,4,0,0,1,2.484e-16,3,0,595065622,0,0.61320,DEGRADED,"phase handoffs not found (departure idx -1, arrival idx -1) — N kept, balanced j",FIXED,,,,,off_r3_mountain_terrain_following_r3_multiple_zones_r4.log,path_manager_20260812_082950.log
4,on,r3_mountain_terrain_following,r3_nested_zones,4,4,CLEAN,,chain,1,1766.0,1767.0,788.0,976.0,757.5,463x940x111,30.14,7.68,95,288.2,0.343,0.0,99.7,bank angle,0.0000,0.0,0,0.0,0,true,0.10,4,4,0,0,1,1.017e-12,4,0,595065622,0,0.61731,DEGRADED,"phase handoffs not found (departure idx -1, arrival idx -1) — N kept, balanced j",FIXED,,,,,on_r3_mountain_terrain_following_r3_nested_zones_r4.log,path_manager_20260812_083009.log
4,off,r3_mountain_terrain_following,r3_nested_zones,4,4,CLEAN,,chain,1,1288.0,1288.0,798.0,488.0,766.6,463x940x111,30.14,7.68,95,289.3,0.352,0.0,97.8,lift coefficient,0.0000,0.0,0,0.0,0,true,0.10,4,4,0,0,1,4.547e-13,4,0,595065622,0,0.61645,DEGRADED,"phase handoffs not found (departure idx -1, arrival idx -1) — N kept, balanced j",FIXED,,,,,off_r3_mountain_terrain_following_r3_nested_zones_r4.log,path_manager_20260812_083028.log
4,on,r3_mountain_terrain_following,r3_single_large_zone,1,1,REJECTED,segment 2/3 failed (merge retries exhausted); single-shot fallback failed too,,1,1499.0,,,,486.3,508x896x117,32.03,3.79,,,,,0.0,,,,,,,,,1,1,0,0,5,,1,0,595065622,,,FAILED,segment 2/3 failed (merge retries exhausted); single-shot fallback failed too,FIXED,,,,,on_r3_mountain_terrain_following_r3_single_large_zone_r4.log,path_manager_20260812_083047.log
4,off,r3_mountain_terrain_following,r3_single_large_zone,1,1,REJECTED,segment 3/3 failed (merge retries exhausted); single-shot fallback failed too,,1,1473.0,,,,485.1,508x896x117,32.03,3.79,,,,,0.0,,,,,,,,,1,1,0,0,3,,1,0,595065622,,,FAILED,segment 3/3 failed (merge retries exhausted); single-shot fallback failed too,FIXED,,,,,off_r3_mountain_terrain_following_r3_single_large_zone_r4.log,path_manager_20260812_083105.log
4,on,r4_long_range_traverse,r4_traverse_chain,10,10,CLEAN,,chain,1,3516.0,3516.0,2134.0,1365.0,2057.0,2377x458x128,35.25,8.71,467,1905.5,0.15,0.3,106.6,bank angle,0.0000,0.0,0,0.0,0,true,0.10,10,10,0,0,0,1.017e-12,10,0,829511263,0,0.62947,,,FIXED,,,,,on_r4_long_range_traverse_r4_traverse_chain_r4.log,path_manager_20260812_083124.log
4,off,r4_long_range_traverse,r4_traverse_chain,10,10,CLEAN,,chain,1,3476.0,3477.0,2155.0,1304.0,2077.7,2377x458x128,35.25,8.71,467,1904.4,0.364,0.0,100.3,maximum thrust,0.0000,0.0,0,0.0,0,true,0.10,10,10,0,0,0,9.095e-13,10,0,829511263,0,0.63005,,,FIXED,,,,,off_r4_long_range_traverse_r4_traverse_chain_r4.log,path_manager_20260812_083145.log
4,on,r5_extended_corridor,r5_corridor_wall,8,8,CLEAN,,chain,2,7273.0,7273.0,2852.0,4412.0,2788.5,350x1960x111,29.9,6.26,329,1143.0,0.284,0.0,96.8,maximum thrust,0.0000,0.0,0,0.0,3,true,0.10,8,8,0,0,0,9.095e-13,8,0,467298303,0,,,,FIXED,,,,,on_r5_extended_corridor_r5_corridor_wall_r4.log,path_manager_20260812_083206.log
4,off,r5_extended_corridor,r5_corridor_wall,8,8,CLEAN,,chain,2,7261.0,7262.0,2813.0,4440.0,2750.4,350x1960x111,29.9,6.26,329,1142.9,0.399,0.0,96.6,maximum thrust,0.0000,0.0,0,0.0,3,true,0.10,8,8,0,0,0,1.286e-12,8,0,467298303,0,,,,FIXED,,,,,off_r5_extended_corridor_r5_corridor_wall_r4.log,path_manager_20260812_083232.log
4,on,r5_transition_success_probe,r5_corridor_wall,8,8,REJECTED,no candidate survived propagation gates (see audit counters),,2,2875.0,,,,2790.6,350x1960x111,29.9,6.26,,,,,,,,,,,,,,8,8,0,0,0,,8,0,1118784314,,,FAILED,no candidate survived propagation gates (see audit counters),FIXED,,,,,on_r5_transition_success_probe_r5_corridor_wall_r4.log,path_manager_20260812_083258.log
4,off,r5_transition_success_probe,r5_corridor_wall,8,8,REJECTED,no candidate survived propagation gates (see audit counters),,2,2838.0,,,,2753.6,350x1960x111,29.9,6.26,,,,,,,,,,,,,,8,8,0,0,0,,8,0,1118784314,,,FAILED,no candidate survived propagation gates (see audit counters),FIXED,,,,,off_r5_transition_success_probe_r5_corridor_wall_r4.log,path_manager_20260812_083320.log
4,on,r5_transition_reject_probe,r5_corridor_wall,8,8,REJECTED,commanded start acceleration is not flyable by the model (inverse commands do not reproduce it inside the envelope),,2,2834.0,,,,2771.6,350x1960x111,29.9,6.26,,,,,,,,,,,,,,8,8,0,0,0,,8,0,274678298,,,FAILED,commanded start acceleration is not flyable by the model (inverse commands do no,FIXED,,,,,on_r5_transition_reject_probe_r5_corridor_wall_r4.log,path_manager_20260812_083342.log
4,off,r5_transition_reject_probe,r5_corridor_wall,8,8,REJECTED,commanded start acceleration is not flyable by the model (inverse commands do not reproduce it inside the envelope),,2,2827.0,,,,2764.0,350x1960x111,29.9,6.26,,,,,,,,,,,,,,8,8,0,0,0,,8,0,274678298,,,FAILED,commanded start acceleration is not flyable by the model (inverse commands do no,FIXED,,,,,off_r5_transition_reject_probe_r5_corridor_wall_r4.log,path_manager_20260812_083403.log
4,on,r6_zone_slalom,r6_slalom_gates,8,8,CLEAN,,chain,2,5746.0,5746.0,3049.0,2803.0,2998.1,621x1176x128,35.47,6.6,111,538.2,0.079,0.1,101.4,load factor,0.0539,0.3,0,0.0,164,true,0.10,8,8,0,0,3,1.017e-12,8,0,84725082,0,,DEGRADED,"phase handoffs not found (departure idx 31, arrival idx 34) — N kept, balanced j",FIXED,,,,,on_r6_zone_slalom_r6_slalom_gates_r4.log,path_manager_20260812_083425.log
4,off,r6_zone_slalom,r6_slalom_gates,8,8,CLEAN,,chain,2,5796.0,5796.0,3059.0,2840.0,3008.8,621x1176x128,35.47,6.6,111,538.2,0.079,0.1,101.4,load factor,0.0539,0.3,0,0.0,164,true,0.10,8,8,0,0,3,1.017e-12,8,0,84725082,0,,DEGRADED,"phase handoffs not found (departure idx 31, arrival idx 34) — N kept, balanced j",FIXED,,,,,off_r6_zone_slalom_r6_slalom_gates_r4.log,path_manager_20260812_083448.log
4,on,r7_encircled_goal,r7_goal_ring,8,8,REJECTED,N=2 shared handoff admits no arrival retry; single-shot fallback failed too,,1,947.0,,,,265.7,917x356x97,27.95,5.56,,,,,0.0,,,,,,,,,8,8,0,0,1,,8,0,867288882,,,FAILED,N=2 shared handoff admits no arrival retry; single-shot fallback failed too,FIXED,,,,,on_r7_encircled_goal_r7_goal_ring_r4.log,path_manager_20260812_083512.log
4,off,r7_encircled_goal,r7_goal_ring,8,8,REJECTED,N=2 shared handoff admits no arrival retry; single-shot fallback failed too,,1,944.0,,,,257.8,917x356x97,27.95,5.56,,,,,0.0,,,,,,,,,8,8,0,0,1,,8,0,867288882,,,FAILED,N=2 shared handoff admits no arrival retry; single-shot fallback failed too,FIXED,,,,,off_r7_encircled_goal_r7_goal_ring_r4.log,path_manager_20260812_083530.log
5,off,r1_coastal_terrain_following,r1_dynamic_surface_obstacles,2,5,CLEAN,,chain,1,990.0,991.0,954.0,33.0,933.7,1969x489x120,32.05,6.19,98,828.5,0.631,0.0,98.1,maximum thrust,0.0000,0.0,0,0.0,0,true,0.10,5,5,0,0,1,4.547e-13,2,0,806510283,20,1.04948,DEGRADED,flight entered the routing standoff shell around a HARD_AVOID zone (20 samples) ,FIXED,1.04948,559.90,561.80,1,off_r1_coastal_terrain_following_r1_dynamic_surface_obstacles_r5.log,path_manager_20260812_083548.log
5,on,r1_coastal_terrain_following,r1_dynamic_surface_obstacles,2,5,CLEAN,,chain,1,996.0,997.0,959.0,34.0,938.4,1969x489x120,32.05,6.19,98,828.5,0.631,0.0,98.1,maximum thrust,0.0000,0.0,0,0.0,0,true,0.10,5,5,0,0,1,4.547e-13,2,0,806510283,20,1.04948,DEGRADED,flight entered the routing standoff shell around a HARD_AVOID zone (20 samples) ,FIXED,1.04948,559.90,561.80,1,on_r1_coastal_terrain_following_r1_dynamic_surface_obstacles_r5.log,path_manager_20260812_083608.log
5,off,r2_high_altitude_probe,,0,0,CLEAN,,chain,,481.0,481.0,305.0,174.0,289.8,537x950x98,32.25,10.14,98,482.7,0.579,0.0,94.3,maximum thrust,0.0000,0.0,0,0.0,0,true,0.10,0,,,,0,9.095e-13,0,0,801791957,0,,,,FIXED,,,,,off_r2_high_altitude_probe_nozone_r5.log,path_manager_20260812_083628.log
5,on,r2_high_altitude_probe,,0,0,CLEAN,,chain,,480.0,480.0,304.0,174.0,288.7,537x950x98,32.25,10.14,98,482.7,0.579,0.0,94.3,maximum thrust,0.0000,0.0,0,0.0,0,true,0.10,0,,,,0,9.095e-13,0,0,801791957,0,,,,FIXED,,,,,on_r2_high_altitude_probe_nozone_r5.log,path_manager_20260812_083640.log
5,off,r2_ridge_crossing,r2_ridge_gauntlet,6,6,CLEAN,,direct,1,28714.0,,,,1113.8,726x1139x124,34.28,10.28,,,0.29,0.0,99.2,bank angle,0.0000,0.0,0,0.0,0,true,0.10,6,6,0,0,2,,6,0,967315184,0,0.35307,DEGRADED,2 segments failed,FIXED,,,,,off_r2_ridge_crossing_r2_ridge_gauntlet_r5.log,path_manager_20260812_083652.log
5,on,r2_ridge_crossing,r2_ridge_gauntlet,6,6,CLEAN,,direct,1,25595.0,,,,1145.2,726x1139x124,34.28,10.28,,,0.29,0.0,99.2,bank angle,0.0000,0.0,0,0.0,0,true,0.10,6,6,0,0,2,,6,0,967315184,0,0.35307,DEGRADED,2 segments failed,FIXED,,,,,on_r2_ridge_crossing_r2_ridge_gauntlet_r5.log,path_manager_20260812_083739.log
5,off,r3_mountain_terrain_following,r3_dense_corridor,9,10,CLEAN,,chain,1,5842.0,5842.0,643.0,5196.0,610.7,356x718x134,36.89,8.0,159,326.8,0.29,0.4,101.9,bank angle,0.0000,0.0,0,0.0,0,true,0.10,10,10,0,0,1,9.095e-13,9,0,2005683228,0,0.39104,DEGRADED,"phase handoffs not found (departure idx -1, arrival idx -1) — N kept, balanced j",FIXED,,,,,off_r3_mountain_terrain_following_r3_dense_corridor_r5.log,path_manager_20260812_083823.log
5,on,r3_mountain_terrain_following,r3_dense_corridor,9,10,CLEAN,,chain,1,5766.0,5766.0,627.0,5136.0,594.7,356x718x134,36.89,8.0,159,326.9,0.285,0.4,101.9,bank angle,0.0000,0.0,0,0.0,0,true,0.10,10,10,0,0,1,9.095e-13,9,0,2005683228,0,0.39104,DEGRADED,"phase handoffs not found (departure idx -1, arrival idx -1) — N kept, balanced j",FIXED,,,,,on_r3_mountain_terrain_following_r3_dense_corridor_r5.log,path_manager_20260812_083846.log
5,off,r3_mountain_terrain_following,r3_dense_overlap,7,7,REJECTED,segment 3/3 failed (merge retries exhausted); single-shot fallback failed too,,1,1975.0,,,,688.4,467x763x125,34.29,7.1,,,,,5492.0,,,,,,,,,7,7,0,0,3,,7,0,2005683228,,,FAILED,segment 3/3 failed (merge retries exhausted); single-shot fallback failed too,FIXED,,,,,off_r3_mountain_terrain_following_r3_dense_overlap_r5.log,path_manager_20260812_083910.log
5,on,r3_mountain_terrain_following,r3_dense_overlap,7,7,REJECTED,segment 3/3 failed (merge retries exhausted); single-shot fallback failed too,,1,1984.0,,,,675.6,467x763x125,34.29,7.1,,,,,5492.0,,,,,,,,,7,7,0,0,3,,7,0,2005683228,,,FAILED,segment 3/3 failed (merge retries exhausted); single-shot fallback failed too,FIXED,,,,,on_r3_mountain_terrain_following_r3_dense_overlap_r5.log,path_manager_20260812_083929.log
5,off,r3_mountain_terrain_following,r3_goal_in_zone,1,1,CLEAN,,chain,1,10556.0,10557.0,330.0,10224.0,312.9,279x763x125,34.29,7.75,141,322.3,0.083,0.8,104.6,bank angle,0.8140,3.9,0,0.0,52,true,0.10,1,1,0,0,0,1.017e-12,1,0,2005683228,0,,,,FIXED,,,,,off_r3_mountain_terrain_following_r3_goal_in_zone_r5.log,path_manager_20260812_083949.log
5,on,r3_mountain_terrain_following,r3_goal_in_zone,1,1,CLEAN,,chain,1,10084.0,10085.0,321.0,9761.0,303.6,279x763x125,34.29,7.75,141,322.3,0.083,0.8,104.6,bank angle,0.8140,3.9,0,0.0,52,true,0.10,1,1,0,0,0,1.017e-12,1,0,2005683228,0,,,,FIXED,,,,,on_r3_mountain_terrain_following_r3_goal_in_zone_r5.log,path_manager_20260812_084017.log
5,off,r3_mountain_terrain_following,r3_mixed_terrain_zones,5,7,CLEAN,,chain,2,9802.0,9802.0,1479.0,8320.0,1450.8,317x740x126,34.67,6.62,162,320.3,0.179,1.6,102.6,bank angle,0.0010,0.0,0,0.0,25,true,0.10,7,7,0,0,1,6.431e-13,5,0,2005683228,0,,DEGRADED,"phase handoffs not found (departure idx -1, arrival idx -1) — N kept, balanced j",FIXED,,,,,off_r3_mountain_terrain_following_r3_mixed_terrain_zones_r5.log,path_manager_20260812_084044.log
