rep,arm,mission,scenario,zones_installed,obstacles_installed,outcome,reason,plan_mode,zone_pass,plan_total_ms,chain_total_ms,frontend_ms,max_solve_ms,eikonal_ms,grid,ceiling_u,geo_z_max_u,pieces,flight_s,min_agl_u,env_viol_pct,env_peak_pct,env_peak_limit,risk_max,risk_exposure_s,hard_zone_contacts,hard_zone_contact_s,soft_zone_contacts,zone_policy_measurable,zone_sample_dt,obstacles_expected,obstacles_added,obstacles_deferred,obstacles_skipped,retry_fallback,seam_worst,zones_in_search,leaked_procs,yaw_seed,standoff_zone_contacts,zone_clearance_qmin,plan_outcome,plan_reason,yaw_seed_mode,hard_zone_qmin,hard_zone_t0,hard_zone_t1,hard_zone_runs,log,log_src
1,off,r6_zone_slalom,r6_slalom_gates,8,8,CLEAN,,chain,2,5794.0,5795.0,3090.0,2813.0,3039.2,621x1176x128,35.47,6.6,111,538.2,0.079,0.1,101.4,load factor,0.0539,0.3,0,0.0,164,true,0.10,8,8,0,0,3,1.017e-12,8,0,1195167225,0,,DEGRADED,"phase handoffs not found (departure idx 31, arrival idx 34) — N kept, balanced j",FIXED,,,,,off_r6_zone_slalom_r6_slalom_gates_r1.log,path_manager_20260812_075714.log
1,on,r6_zone_slalom,r6_slalom_gates,8,8,CLEAN,,chain,2,5835.0,5836.0,3120.0,2824.0,3069.1,621x1176x128,35.47,6.6,111,538.2,0.079,0.1,101.4,load factor,0.0539,0.3,0,0.0,164,true,0.10,8,8,0,0,3,1.017e-12,8,0,1195167225,0,,DEGRADED,"phase handoffs not found (departure idx 31, arrival idx 34) — N kept, balanced j",FIXED,,,,,on_r6_zone_slalom_r6_slalom_gates_r1.log,path_manager_20260812_075738.log
1,direct_off,r6_zone_slalom,r6_slalom_gates,8,8,CLEAN,,direct,2,9356.0,,,,2829.0,621x1176x128,35.47,6.6,,,0.004,0.2,101.2,bank angle,0.0539,0.3,0,0.0,163,true,0.10,8,8,0,0,2,,8,0,1195167225,0,,DEGRADED,auto-N below threshold (phase mode: direct),FIXED,,,,,direct_off_r6_zone_slalom_r6_slalom_gates_r1.log,path_manager_20260812_075801.log
1,off,r7_encircled_goal,r7_goal_ring,8,8,REJECTED,N=2 shared handoff admits no arrival retry; single-shot fallback failed too,,1,952.0,,,,260.8,917x356x97,27.95,5.56,,,,,0.0,,,,,,,,,8,8,0,0,1,,8,0,1307715402,,,FAILED,N=2 shared handoff admits no arrival retry; single-shot fallback failed too,FIXED,,,,,off_r7_encircled_goal_r7_goal_ring_r1.log,path_manager_20260812_075828.log
1,on,r7_encircled_goal,r7_goal_ring,8,8,REJECTED,N=2 shared handoff admits no arrival retry; single-shot fallback failed too,,1,967.0,,,,275.9,917x356x97,27.95,5.56,,,,,0.0,,,,,,,,,8,8,0,0,1,,8,0,1307715402,,,FAILED,N=2 shared handoff admits no arrival retry; single-shot fallback failed too,FIXED,,,,,on_r7_encircled_goal_r7_goal_ring_r1.log,path_manager_20260812_075846.log
1,direct_off,r7_encircled_goal,r7_goal_ring,8,8,REJECTED,auto-N below threshold (phase mode: direct); single-shot fallback failed too,,1,855.0,,,,279.0,917x356x97,27.95,5.56,,,,,0.0,,,,,,,,,8,8,0,0,1,,8,0,1307715402,,,FAILED,auto-N below threshold (phase mode: direct); single-shot fallback failed too,FIXED,,,,,direct_off_r7_encircled_goal_r7_goal_ring_r1.log,path_manager_20260812_075905.log
2,on,r1_coastal_terrain_following,r1_dynamic_surface_obstacles,2,5,CLEAN,,chain,1,1013.0,1013.0,977.0,33.0,956.2,1969x489x120,32.05,6.17,99,827.9,0.656,0.0,93.3,maximum thrust,0.0000,0.0,0,0.0,0,true,0.10,5,5,0,0,1,4.547e-13,2,0,864902325,22,1.04939,DEGRADED,flight entered the routing standoff shell around a HARD_AVOID zone (22 samples) ,FIXED,1.04939,560.00,562.10,1,on_r1_coastal_terrain_following_r1_dynamic_surface_obstacles_r2.log,path_manager_20260812_075924.log
2,off,r1_coastal_terrain_following,r1_dynamic_surface_obstacles,2,5,CLEAN,,chain,1,1005.0,1005.0,969.0,33.0,947.8,1969x489x120,32.05,6.17,99,827.9,0.656,0.0,93.3,maximum thrust,0.0000,0.0,0,0.0,0,true,0.10,5,5,0,0,1,4.547e-13,2,0,864902325,22,1.04939,DEGRADED,flight entered the routing standoff shell around a HARD_AVOID zone (22 samples) ,FIXED,1.04939,560.00,562.10,1,off_r1_coastal_terrain_following_r1_dynamic_surface_obstacles_r2.log,path_manager_20260812_075943.log
2,on,r2_high_altitude_probe,,0,0,CLEAN,,chain,,513.0,514.0,312.0,199.0,297.1,537x950x98,32.25,10.14,98,482.7,0.579,0.0,94.3,maximum thrust,0.0000,0.0,0,0.0,0,true,0.10,0,,,,0,9.095e-13,0,0,205802275,0,,,,FIXED,,,,,on_r2_high_altitude_probe_nozone_r2.log,path_manager_20260812_080003.log
2,off,r2_high_altitude_probe,,0,0,CLEAN,,chain,,524.0,525.0,324.0,199.0,308.6,537x950x98,32.25,10.14,98,482.7,0.579,0.0,94.3,maximum thrust,0.0000,0.0,0,0.0,0,true,0.10,0,,,,0,9.095e-13,0,0,205802275,0,,,,FIXED,,,,,off_r2_high_altitude_probe_nozone_r2.log,path_manager_20260812_080015.log
2,on,r2_ridge_crossing,r2_ridge_gauntlet,6,6,CLEAN,,direct,1,26550.0,,,,1148.8,726x1139x124,34.28,10.28,,,0.29,0.0,99.2,bank angle,0.0000,0.0,0,0.0,0,true,0.10,6,6,0,0,2,,6,0,879430605,0,0.35307,DEGRADED,2 segments failed,FIXED,,,,,on_r2_ridge_crossing_r2_ridge_gauntlet_r2.log,path_manager_20260812_080026.log
2,off,r2_ridge_crossing,r2_ridge_gauntlet,6,6,CLEAN,,direct,1,32271.0,,,,1195.3,726x1139x124,34.28,10.28,,,0.29,0.0,99.2,bank angle,0.0000,0.0,0,0.0,0,true,0.10,6,6,0,0,2,,6,0,879430605,0,0.35307,DEGRADED,2 segments failed,FIXED,,,,,off_r2_ridge_crossing_r2_ridge_gauntlet_r2.log,path_manager_20260812_080112.log
2,on,r3_mountain_terrain_following,r3_dense_corridor,9,10,CLEAN,,chain,1,8841.0,8841.0,730.0,8107.0,695.0,356x718x134,36.89,8.0,159,326.9,0.285,0.4,101.9,bank angle,0.0000,0.0,0,0.0,0,true,0.10,10,10,0,0,1,9.095e-13,9,0,797329092,0,0.39104,DEGRADED,"phase handoffs not found (departure idx -1, arrival idx -1) — N kept, balanced j",FIXED,,,,,on_r3_mountain_terrain_following_r3_dense_corridor_r2.log,path_manager_20260812_080202.log
2,off,r3_mountain_terrain_following,r3_dense_corridor,9,10,CLEAN,,chain,1,9011.0,9012.0,738.0,8269.0,702.2,356x718x134,36.89,8.0,159,326.8,0.29,0.4,101.9,bank angle,0.0000,0.0,0,0.0,0,true,0.10,10,10,0,0,1,9.095e-13,9,0,797329092,0,0.39104,DEGRADED,"phase handoffs not found (departure idx -1, arrival idx -1) — N kept, balanced j",FIXED,,,,,off_r3_mountain_terrain_following_r3_dense_corridor_r2.log,path_manager_20260812_080230.log
2,on,r3_mountain_terrain_following,r3_dense_overlap,7,7,REJECTED,segment 3/3 failed (merge retries exhausted); single-shot fallback failed too,,1,2481.0,,,,855.7,467x763x125,34.29,7.1,,,,,5492.0,,,,,,,,,7,7,0,0,3,,7,0,797329092,,,FAILED,segment 3/3 failed (merge retries exhausted); single-shot fallback failed too,FIXED,,,,,on_r3_mountain_terrain_following_r3_dense_overlap_r2.log,path_manager_20260812_080257.log
2,off,r3_mountain_terrain_following,r3_dense_overlap,7,7,REJECTED,segment 3/3 failed (merge retries exhausted); single-shot fallback failed too,,1,2336.0,,,,770.2,467x763x125,34.29,7.1,,,,,5492.0,,,,,,,,,7,7,0,0,3,,7,0,797329092,,,FAILED,segment 3/3 failed (merge retries exhausted); single-shot fallback failed too,FIXED,,,,,off_r3_mountain_terrain_following_r3_dense_overlap_r2.log,path_manager_20260812_080317.log
2,on,r3_mountain_terrain_following,r3_goal_in_zone,1,1,CLEAN,,chain,1,5221.0,5222.0,364.0,4855.0,347.3,279x763x125,34.29,7.5,134,322.4,0.079,0.8,104.7,bank angle,0.8139,3.9,0,0.0,51,true,0.10,1,1,0,0,0,4.547e-13,1,0,797329092,0,,,,FIXED,,,,,on_r3_mountain_terrain_following_r3_goal_in_zone_r2.log,path_manager_20260812_080337.log
2,off,r3_mountain_terrain_following,r3_goal_in_zone,1,1,CLEAN,,chain,1,5151.0,5151.0,353.0,4795.0,336.3,279x763x125,34.29,7.5,134,322.4,0.079,0.8,104.7,bank angle,0.8139,3.9,0,0.0,51,true,0.10,1,1,0,0,0,4.547e-13,1,0,797329092,0,,,,FIXED,,,,,off_r3_mountain_terrain_following_r3_goal_in_zone_r2.log,path_manager_20260812_080400.log
2,on,r3_mountain_terrain_following,r3_mixed_terrain_zones,5,7,CLEAN,,chain,2,12427.0,12427.0,1656.0,10208.0,1624.8,317x740x126,34.67,6.62,162,320.6,0.179,1.6,102.6,bank angle,0.0010,0.0,0,0.0,23,true,0.10,7,7,0,0,3,4.441e-16,5,0,797329092,0,,DEGRADED,"phase handoffs not found (departure idx -1, arrival idx -1) — N kept, balanced j",FIXED,,,,,on_r3_mountain_terrain_following_r3_mixed_terrain_zones_r2.log,path_manager_20260812_080422.log
2,off,r3_mountain_terrain_following,r3_mixed_terrain_zones,5,7,CLEAN,,chain,2,12495.0,12496.0,1636.0,10856.0,1606.5,317x740x126,34.67,6.62,162,320.3,0.179,1.6,102.6,bank angle,0.0010,0.0,0,0.0,25,true,0.10,7,7,0,0,1,6.431e-13,5,0,797329092,0,,DEGRADED,"phase handoffs not found (departure idx -1, arrival idx -1) — N kept, balanced j",FIXED,,,,,off_r3_mountain_terrain_following_r3_mixed_terrain_zones_r2.log,path_manager_20260812_080452.log
2,on,r3_mountain_terrain_following,r3_multiple_zones,3,4,CLEAN,,chain,1,1115.0,1115.0,516.0,596.0,498.7,423x696x132,36.34,8.64,116,239.6,0.362,0.1,100.7,maximum thrust,0.0000,0.0,0,0.0,0,true,0.10,4,4,0,0,1,4.547e-13,3,0,797329092,0,0.61064,DEGRADED,"phase handoffs not found (departure idx 115, arrival idx -1) — N kept, balanced ",FIXED,,,,,on_r3_mountain_terrain_following_r3_multiple_zones_r2.log,path_manager_20260812_080522.log
2,off,r3_mountain_terrain_following,r3_multiple_zones,3,4,CLEAN,,chain,1,1070.0,1070.0,511.0,557.0,494.4,423x696x132,36.34,8.64,116,239.6,0.362,0.1,100.7,maximum thrust,0.0000,0.0,0,0.0,0,true,0.10,4,4,0,0,1,4.547e-13,3,0,797329092,0,0.61064,DEGRADED,"phase handoffs not found (departure idx 115, arrival idx -1) — N kept, balanced ",FIXED,,,,,off_r3_mountain_terrain_following_r3_multiple_zones_r2.log,path_manager_20260812_080540.log
2,on,r3_mountain_terrain_following,r3_nested_zones,4,4,CLEAN,,chain,1,2154.0,2155.0,891.0,1261.0,857.5,463x940x111,30.14,7.68,95,288.2,0.343,0.0,99.7,bank angle,0.0000,0.0,0,0.0,0,true,0.10,4,4,0,0,1,1.017e-12,4,0,797329092,0,0.61731,DEGRADED,"phase handoffs not found (departure idx -1, arrival idx -1) — N kept, balanced j",FIXED,,,,,on_r3_mountain_terrain_following_r3_nested_zones_r2.log,path_manager_20260812_080558.log
2,off,r3_mountain_terrain_following,r3_nested_zones,4,4,CLEAN,,chain,1,1406.0,1406.0,858.0,545.0,826.1,463x940x111,30.14,7.68,95,289.3,0.352,0.0,97.8,lift coefficient,0.0000,0.0,0,0.0,0,true,0.10,4,4,0,0,1,4.547e-13,4,0,797329092,0,0.61645,DEGRADED,"phase handoffs not found (departure idx -1, arrival idx -1) — N kept, balanced j",FIXED,,,,,off_r3_mountain_terrain_following_r3_nested_zones_r2.log,path_manager_20260812_080618.log
2,on,r3_mountain_terrain_following,r3_single_large_zone,1,1,REJECTED,segment 2/3 failed (merge retries exhausted); single-shot fallback failed too,,1,1629.0,,,,523.8,508x896x117,32.03,3.79,,,,,0.0,,,,,,,,,1,1,0,0,5,,1,0,797329092,,,FAILED,segment 2/3 failed (merge retries exhausted); single-shot fallback failed too,FIXED,,,,,on_r3_mountain_terrain_following_r3_single_large_zone_r2.log,path_manager_20260812_080637.log
2,off,r3_mountain_terrain_following,r3_single_large_zone,1,1,REJECTED,segment 3/3 failed (merge retries exhausted); single-shot fallback failed too,,1,1630.0,,,,537.3,508x896x117,32.03,3.79,,,,,0.0,,,,,,,,,1,1,0,0,3,,1,0,797329092,,,FAILED,segment 3/3 failed (merge retries exhausted); single-shot fallback failed too,FIXED,,,,,off_r3_mountain_terrain_following_r3_single_large_zone_r2.log,path_manager_20260812_080656.log
2,on,r4_long_range_traverse,r4_traverse_chain,10,10,CLEAN,,chain,1,4003.0,4004.0,2377.0,1607.0,2293.8,2377x458x128,35.25,8.71,467,1905.5,0.15,0.3,106.6,bank angle,0.0000,0.0,0,0.0,0,true,0.10,10,10,0,0,0,1.017e-12,10,0,1769386529,0,0.62947,,,FIXED,,,,,on_r4_long_range_traverse_r4_traverse_chain_r2.log,path_manager_20260812_080714.log
2,off,r4_long_range_traverse,r4_traverse_chain,10,10,CLEAN,,chain,1,3930.0,3931.0,2341.0,1571.0,2255.6,2377x458x128,35.25,8.71,467,1904.4,0.364,0.0,100.3,maximum thrust,0.0000,0.0,0,0.0,0,true,0.10,10,10,0,0,0,9.095e-13,10,0,1769386529,0,0.63005,,,FIXED,,,,,off_r4_long_range_traverse_r4_traverse_chain_r2.log,path_manager_20260812_080737.log
2,on,r5_extended_corridor,r5_corridor_wall,8,8,CLEAN,,chain,2,8137.0,8137.0,3088.0,5041.0,3018.5,350x1960x111,29.9,6.26,329,1143.0,0.284,0.0,96.8,maximum thrust,0.0000,0.0,0,0.0,3,true,0.10,8,8,0,0,0,9.095e-13,8,0,2038309950,0,,,,FIXED,,,,,on_r5_extended_corridor_r5_corridor_wall_r2.log,path_manager_20260812_080800.log
2,off,r5_extended_corridor,r5_corridor_wall,8,8,CLEAN,,chain,2,7352.0,7353.0,2887.0,4457.0,2822.8,350x1960x111,29.9,6.26,329,1142.9,0.399,0.0,96.6,maximum thrust,0.0000,0.0,0,0.0,3,true,0.10,8,8,0,0,0,1.286e-12,8,0,2038309950,0,,,,FIXED,,,,,off_r5_extended_corridor_r5_corridor_wall_r2.log,path_manager_20260812_080826.log
2,on,r5_transition_success_probe,r5_corridor_wall,8,8,REJECTED,no candidate survived propagation gates (see audit counters),,2,2869.0,,,,2783.2,350x1960x111,29.9,6.26,,,,,,,,,,,,,,8,8,0,0,0,,8,0,1278349892,,,FAILED,no candidate survived propagation gates (see audit counters),FIXED,,,,,on_r5_transition_success_probe_r5_corridor_wall_r2.log,path_manager_20260812_080853.log
2,off,r5_transition_success_probe,r5_corridor_wall,8,8,REJECTED,no candidate survived propagation gates (see audit counters),,2,2860.0,,,,2773.9,350x1960x111,29.9,6.26,,,,,,,,,,,,,,8,8,0,0,0,,8,0,1278349892,,,FAILED,no candidate survived propagation gates (see audit counters),FIXED,,,,,off_r5_transition_success_probe_r5_corridor_wall_r2.log,path_manager_20260812_080914.log
2,on,r5_transition_reject_probe,r5_corridor_wall,8,8,REJECTED,commanded start acceleration is not flyable by the model (inverse commands do not reproduce it inside the envelope),,2,2847.0,,,,2783.2,350x1960x111,29.9,6.26,,,,,,,,,,,,,,8,8,0,0,0,,8,0,1112815849,,,FAILED,commanded start acceleration is not flyable by the model (inverse commands do no,FIXED,,,,,on_r5_transition_reject_probe_r5_corridor_wall_r2.log,path_manager_20260812_080936.log
2,off,r5_transition_reject_probe,r5_corridor_wall,8,8,REJECTED,commanded start acceleration is not flyable by the model (inverse commands do not reproduce it inside the envelope),,2,2841.0,,,,2777.8,350x1960x111,29.9,6.26,,,,,,,,,,,,,,8,8,0,0,0,,8,0,1112815849,,,FAILED,commanded start acceleration is not flyable by the model (inverse commands do no,FIXED,,,,,off_r5_transition_reject_probe_r5_corridor_wall_r2.log,path_manager_20260812_080958.log
2,on,r6_zone_slalom,r6_slalom_gates,8,8,CLEAN,,chain,2,5830.0,5830.0,3183.0,2752.0,3133.0,621x1176x128,35.47,6.6,111,538.2,0.079,0.1,101.4,load factor,0.0539,0.3,0,0.0,164,true,0.10,8,8,0,0,3,1.017e-12,8,0,1678526680,0,,DEGRADED,"phase handoffs not found (departure idx 31, arrival idx 34) — N kept, balanced j",FIXED,,,,,on_r6_zone_slalom_r6_slalom_gates_r2.log,path_manager_20260812_081019.log
2,off,r6_zone_slalom,r6_slalom_gates,8,8,CLEAN,,chain,2,5915.0,5916.0,3113.0,2908.0,3063.0,621x1176x128,35.47,6.6,111,538.2,0.079,0.1,101.4,load factor,0.0539,0.3,0,0.0,164,true,0.10,8,8,0,0,3,1.017e-12,8,0,1678526680,0,,DEGRADED,"phase handoffs not found (departure idx 31, arrival idx 34) — N kept, balanced j",FIXED,,,,,off_r6_zone_slalom_r6_slalom_gates_r2.log,path_manager_20260812_081043.log
2,on,r7_encircled_goal,r7_goal_ring,8,8,REJECTED,N=2 shared handoff admits no arrival retry; single-shot fallback failed too,,1,955.0,,,,274.9,917x356x97,27.95,5.56,,,,,0.0,,,,,,,,,8,8,0,0,1,,8,0,949989504,,,FAILED,N=2 shared handoff admits no arrival retry; single-shot fallback failed too,FIXED,,,,,on_r7_encircled_goal_r7_goal_ring_r2.log,path_manager_20260812_081106.log
2,off,r7_encircled_goal,r7_goal_ring,8,8,REJECTED,N=2 shared handoff admits no arrival retry; single-shot fallback failed too,,1,941.0,,,,251.3,917x356x97,27.95,5.56,,,,,0.0,,,,,,,,,8,8,0,0,1,,8,0,949989504,,,FAILED,N=2 shared handoff admits no arrival retry; single-shot fallback failed too,FIXED,,,,,off_r7_encircled_goal_r7_goal_ring_r2.log,path_manager_20260812_081125.log
3,off,r1_coastal_terrain_following,r1_dynamic_surface_obstacles,2,5,CLEAN,,chain,1,992.0,993.0,954.0,36.0,933.1,1969x489x120,32.05,6.19,98,828.5,0.631,0.0,98.2,maximum thrust,0.0000,0.0,0,0.0,0,true,0.10,5,5,0,0,1,4.547e-13,2,0,1755846230,21,1.04948,DEGRADED,flight entered the routing standoff shell around a HARD_AVOID zone (21 samples) ,FIXED,1.04948,559.80,561.80,1,off_r1_coastal_terrain_following_r1_dynamic_surface_obstacles_r3.log,path_manager_20260812_081143.log
3,on,r1_coastal_terrain_following,r1_dynamic_surface_obstacles,2,5,CLEAN,,chain,1,1002.0,1003.0,960.0,39.0,939.4,1969x489x120,32.05,6.19,98,828.5,0.631,0.0,98.2,maximum thrust,0.0000,0.0,0,0.0,0,true,0.10,5,5,0,0,1,4.547e-13,2,0,1755846230,21,1.04948,DEGRADED,flight entered the routing standoff shell around a HARD_AVOID zone (21 samples) ,FIXED,1.04948,559.80,561.80,1,on_r1_coastal_terrain_following_r1_dynamic_surface_obstacles_r3.log,path_manager_20260812_081203.log
3,off,r2_high_altitude_probe,,0,0,CLEAN,,chain,,496.0,496.0,298.0,196.0,282.7,537x950x98,32.25,10.14,98,482.7,0.579,0.0,94.3,maximum thrust,0.0000,0.0,0,0.0,0,true,0.10,0,,,,0,9.095e-13,0,0,148657182,0,,,,FIXED,,,,,off_r2_high_altitude_probe_nozone_r3.log,path_manager_20260812_081222.log
3,on,r2_high_altitude_probe,,0,0,CLEAN,,chain,,510.0,510.0,308.0,199.0,293.1,537x950x98,32.25,10.14,98,482.7,0.579,0.0,94.3,maximum thrust,0.0000,0.0,0,0.0,0,true,0.10,0,,,,0,9.095e-13,0,0,148657182,0,,,,FIXED,,,,,on_r2_high_altitude_probe_nozone_r3.log,path_manager_20260812_081234.log
3,off,r2_ridge_crossing,r2_ridge_gauntlet,6,6,CLEAN,,direct,1,28429.0,,,,1133.2,726x1139x124,34.28,10.28,,,0.29,0.0,99.2,bank angle,0.0000,0.0,0,0.0,0,true,0.10,6,6,0,0,2,,6,0,1153164853,0,0.35307,DEGRADED,2 segments failed,FIXED,,,,,off_r2_ridge_crossing_r2_ridge_gauntlet_r3.log,path_manager_20260812_081246.log
3,on,r2_ridge_crossing,r2_ridge_gauntlet,6,6,CLEAN,,direct,1,26209.0,,,,1139.5,726x1139x124,34.28,10.28,,,0.29,0.0,99.2,bank angle,0.0000,0.0,0,0.0,0,true,0.10,6,6,0,0,2,,6,0,1153164853,0,0.35307,DEGRADED,2 segments failed,FIXED,,,,,on_r2_ridge_crossing_r2_ridge_gauntlet_r3.log,path_manager_20260812_081333.log
3,off,r3_mountain_terrain_following,r3_dense_corridor,9,10,CLEAN,,chain,1,5937.0,5938.0,651.0,5284.0,618.3,356x718x134,36.89,8.0,159,326.8,0.29,0.4,101.9,bank angle,0.0000,0.0,0,0.0,0,true,0.10,10,10,0,0,1,9.095e-13,9,0,567270769,0,0.39104,DEGRADED,"phase handoffs not found (departure idx -1, arrival idx -1) — N kept, balanced j",FIXED,,,,,off_r3_mountain_terrain_following_r3_dense_corridor_r3.log,path_manager_20260812_081418.log
3,on,r3_mountain_terrain_following,r3_dense_corridor,9,10,CLEAN,,chain,1,5838.0,5838.0,641.0,5194.0,608.5,356x718x134,36.89,8.0,159,326.9,0.285,0.4,101.9,bank angle,0.0000,0.0,0,0.0,0,true,0.10,10,10,0,0,1,9.095e-13,9,0,567270769,0,0.39104,DEGRADED,"phase handoffs not found (departure idx -1, arrival idx -1) — N kept, balanced j",FIXED,,,,,on_r3_mountain_terrain_following_r3_dense_corridor_r3.log,path_manager_20260812_081441.log
3,off,r3_mountain_terrain_following,r3_dense_overlap,7,7,REJECTED,segment 3/3 failed (merge retries exhausted); single-shot fallback failed too,,1,2015.0,,,,683.6,467x763x125,34.29,7.1,,,,,5492.0,,,,,,,,,7,7,0,0,3,,7,0,567270769,,,FAILED,segment 3/3 failed (merge retries exhausted); single-shot fallback failed too,FIXED,,,,,off_r3_mountain_terrain_following_r3_dense_overlap_r3.log,path_manager_20260812_081504.log
3,on,r3_mountain_terrain_following,r3_dense_overlap,7,7,REJECTED,segment 3/3 failed (merge retries exhausted); single-shot fallback failed too,,1,2045.0,,,,685.7,467x763x125,34.29,7.1,,,,,5492.0,,,,,,,,,7,7,0,0,3,,7,0,567270769,,,FAILED,segment 3/3 failed (merge retries exhausted); single-shot fallback failed too,FIXED,,,,,on_r3_mountain_terrain_following_r3_dense_overlap_r3.log,path_manager_20260812_081523.log
3,off,r3_mountain_terrain_following,r3_goal_in_zone,1,1,CLEAN,,chain,1,10884.0,10884.0,336.0,10546.0,318.4,279x763x125,34.29,7.75,141,322.3,0.083,0.8,104.6,bank angle,0.8140,3.9,0,0.0,52,true,0.10,1,1,0,0,0,1.017e-12,1,0,567270769,0,,,,FIXED,,,,,off_r3_mountain_terrain_following_r3_goal_in_zone_r3.log,path_manager_20260812_081543.log
3,on,r3_mountain_terrain_following,r3_goal_in_zone,1,1,CLEAN,,chain,1,10814.0,10815.0,343.0,10470.0,324.9,279x763x125,34.29,7.75,141,322.3,0.083,0.8,104.6,bank angle,0.8140,3.9,0,0.0,52,true,0.10,1,1,0,0,0,1.017e-12,1,0,567270769,0,,,,FIXED,,,,,on_r3_mountain_terrain_following_r3_goal_in_zone_r3.log,path_manager_20260812_081611.log
3,off,r3_mountain_terrain_following,r3_mixed_terrain_zones,5,7,CLEAN,,chain,2,9824.0,9824.0,1492.0,8329.0,1463.2,317x740x126,34.67,6.62,162,320.3,0.179,1.6,102.6,bank angle,0.0010,0.0,0,0.0,25,true,0.10,7,7,0,0,1,6.431e-13,5,0,567270769,0,,DEGRADED,"phase handoffs not found (departure idx -1, arrival idx -1) — N kept, balanced j",FIXED,,,,,off_r3_mountain_terrain_following_r3_mixed_terrain_zones_r3.log,path_manager_20260812_081640.log
3,on,r3_mountain_terrain_following,r3_mixed_terrain_zones,5,7,CLEAN,,chain,2,10480.0,10480.0,1530.0,8432.0,1501.1,317x740x126,34.67,6.62,162,320.6,0.179,1.6,102.6,bank angle,0.0010,0.0,0,0.0,23,true,0.10,7,7,0,0,3,4.441e-16,5,0,567270769,0,,DEGRADED,"phase handoffs not found (departure idx -1, arrival idx -1) — N kept, balanced j",FIXED,,,,,on_r3_mountain_terrain_following_r3_mixed_terrain_zones_r3.log,path_manager_20260812_081707.log
3,off,r3_mountain_terrain_following,r3_multiple_zones,3,4,CLEAN,,chain,1,881.0,881.0,485.0,394.0,469.3,423x696x132,36.34,8.64,106,239.0,0.353,0.1,100.7,maximum thrust,0.0000,0.0,0,0.0,0,true,0.10,4,4,0,0,1,4.547e-13,3,0,567270769,0,0.61064,DEGRADED,"phase handoffs not found (departure idx -1, arrival idx -1) — N kept, balanced j",FIXED,,,,,off_r3_mountain_terrain_following_r3_multiple_zones_r3.log,path_manager_20260812_081735.log
3,on,r3_mountain_terrain_following,r3_multiple_zones,3,4,CLEAN,,chain,1,929.0,930.0,478.0,450.0,461.5,423x696x132,36.34,8.64,106,239.0,0.353,0.1,100.7,maximum thrust,0.0000,0.0,0,0.0,0,true,0.10,4,4,0,0,1,4.547e-13,3,0,567270769,0,0.61064,DEGRADED,"phase handoffs not found (departure idx -1, arrival idx -1) — N kept, balanced j",FIXED,,,,,on_r3_mountain_terrain_following_r3_multiple_zones_r3.log,path_manager_20260812_081753.log
3,off,r3_mountain_terrain_following,r3_nested_zones,4,4,CLEAN,,chain,1,1368.0,1368.0,846.0,520.0,814.6,463x940x111,30.14,7.68,95,289.3,0.352,0.0,97.8,lift coefficient,0.0000,0.0,0,0.0,0,true,0.10,4,4,0,0,1,4.547e-13,4,0,567270769,0,0.61645,DEGRADED,"phase handoffs not found (departure idx -1, arrival idx -1) — N kept, balanced j",FIXED,,,,,off_r3_mountain_terrain_following_r3_nested_zones_r3.log,path_manager_20260812_081812.log
3,on,r3_mountain_terrain_following,r3_nested_zones,4,4,CLEAN,,chain,1,1871.0,1872.0,821.0,1048.0,789.7,463x940x111,30.14,7.68,95,288.2,0.343,0.0,99.7,bank angle,0.0000,0.0,0,0.0,0,true,0.10,4,4,0,0,1,1.017e-12,4,0,567270769,0,0.61731,DEGRADED,"phase handoffs not found (departure idx -1, arrival idx -1) — N kept, balanced j",FIXED,,,,,on_r3_mountain_terrain_following_r3_nested_zones_r3.log,path_manager_20260812_081830.log
3,off,r3_mountain_terrain_following,r3_single_large_zone,1,1,REJECTED,segment 3/3 failed (merge retries exhausted); single-shot fallback failed too,,1,1470.0,,,,487.8,508x896x117,32.03,3.79,,,,,0.0,,,,,,,,,1,1,0,0,3,,1,0,567270769,,,FAILED,segment 3/3 failed (merge retries exhausted); single-shot fallback failed too,FIXED,,,,,off_r3_mountain_terrain_following_r3_single_large_zone_r3.log,path_manager_20260812_081850.log
3,on,r3_mountain_terrain_following,r3_single_large_zone,1,1,REJECTED,segment 2/3 failed (merge retries exhausted); single-shot fallback failed too,,1,1514.0,,,,492.8,508x896x117,32.03,3.79,,,,,0.0,,,,,,,,,1,1,0,0,5,,1,0,567270769,,,FAILED,segment 2/3 failed (merge retries exhausted); single-shot fallback failed too,FIXED,,,,,on_r3_mountain_terrain_following_r3_single_large_zone_r3.log,path_manager_20260812_081908.log
3,off,r4_long_range_traverse,r4_traverse_chain,10,10,CLEAN,,chain,1,3591.0,3592.0,2171.0,1403.0,2093.2,2377x458x128,35.25,8.71,467,1904.4,0.364,0.0,100.3,maximum thrust,0.0000,0.0,0,0.0,0,true,0.10,10,10,0,0,0,9.095e-13,10,0,1896227081,0,0.63005,,,FIXED,,,,,off_r4_long_range_traverse_r4_traverse_chain_r3.log,path_manager_20260812_081927.log
