rep,arm,mission,scenario,zones_installed,obstacles_installed,outcome,reason,zone_pass,total_ms,frontend_ms,max_solve_ms,eikonal_ms,grid,ceiling_u,geo_z_max_u,pieces,flight_s,min_agl_u,env_viol_pct,env_peak_pct,env_peak_limit,hard_zone_contacts,retry_fallback,seam_worst,zones_in_search,leaked_procs,log
5,on,r3_mountain_terrain_following,r3_goal_in_zone,1,1,CLEAN,,1,10163.0,328.0,9833.0,310.5,279x763x125,34.29,7.75,141,322.3,0.083,0.8,104.6,bank angle,,0,1.017e-12,1,0,path_manager_20260811_091014.log
5,off,r3_mountain_terrain_following,r3_mixed_terrain_zones,5,7,CLEAN,,2,9697.0,1496.0,8198.0,1467.5,317x740x126,34.67,6.62,162,320.3,0.179,1.6,102.6,bank angle,,1,6.431e-13,5,0,path_manager_20260811_091041.log
5,on,r3_mountain_terrain_following,r3_mixed_terrain_zones,5,7,CLEAN,,2,9080.0,1437.0,7285.0,1411.8,317x740x126,34.67,6.62,162,320.6,0.179,1.6,102.6,bank angle,,3,4.441e-16,5,0,path_manager_20260811_091108.log
5,off,r3_mountain_terrain_following,r3_multiple_zones,3,4,CLEAN,,1,1646.0,471.0,1174.0,455.5,423x696x132,36.34,8.64,119,236.7,0.349,0.0,98.3,maximum thrust,,1,2.484e-16,3,0,path_manager_20260811_091134.log
5,on,r3_mountain_terrain_following,r3_multiple_zones,3,4,CLEAN,,1,902.0,489.0,412.0,472.4,423x696x132,36.34,8.64,104,238.9,0.317,0.1,100.7,maximum thrust,,1,4.547e-13,3,0,path_manager_20260811_091153.log
5,off,r3_mountain_terrain_following,r3_nested_zones,4,4,CLEAN,,1,1280.0,792.0,486.0,761.4,463x940x111,30.14,7.68,95,289.3,0.352,0.0,97.8,lift coefficient,,1,4.547e-13,4,0,path_manager_20260811_091211.log
5,on,r3_mountain_terrain_following,r3_nested_zones,4,4,CLEAN,,1,1755.0,801.0,951.0,770.3,463x940x111,30.14,7.68,95,288.2,0.343,0.0,99.7,bank angle,,1,1.017e-12,4,0,path_manager_20260811_091230.log
5,off,r3_mountain_terrain_following,r3_single_large_zone,1,1,REJECTED,segment 3/3 failed (merge retries exhausted); single-shot fallback failed too,1,,,,488.9,508x896x117,32.03,3.79,,,,,0.0,,,3,,1,0,path_manager_20260811_091249.log
5,on,r3_mountain_terrain_following,r3_single_large_zone,1,1,REJECTED,segment 2/3 failed (merge retries exhausted); single-shot fallback failed too,1,,,,487.7,508x896x117,32.03,3.79,,,,,0.0,,,5,,1,0,path_manager_20260811_091308.log
5,off,r4_long_range_traverse,r4_traverse_chain,10,10,CLEAN,,1,3524.0,2190.0,1318.0,2112.0,2377x458x128,35.25,8.71,467,1904.4,0.364,0.0,100.3,maximum thrust,,0,9.095e-13,10,0,path_manager_20260811_091327.log
5,on,r4_long_range_traverse,r4_traverse_chain,10,10,CLEAN,,1,3534.0,2191.0,1327.0,2113.8,2377x458x128,35.25,8.71,467,1905.5,0.15,0.3,106.6,bank angle,,0,1.017e-12,10,0,path_manager_20260811_091348.log
5,off,r5_extended_corridor,r5_corridor_wall,8,8,CLEAN,,2,7342.0,2889.0,4446.0,2825.5,350x1960x111,29.9,6.26,329,1142.9,0.399,0.0,96.6,maximum thrust,,0,1.286e-12,8,0,path_manager_20260811_091409.log
5,on,r5_extended_corridor,r5_corridor_wall,8,8,CLEAN,,2,7236.0,2852.0,4376.0,2788.6,350x1960x111,29.9,6.26,329,1143.0,0.284,0.0,96.8,maximum thrust,,0,9.095e-13,8,0,path_manager_20260811_091436.log
5,off,r5_transition_success_probe,r5_corridor_wall,8,8,REJECTED,no candidate survived propagation gates (see audit counters),2,,,,2790.0,350x1960x111,29.9,6.26,,,,,,,,0,,8,0,path_manager_20260811_091502.log
5,on,r5_transition_success_probe,r5_corridor_wall,8,8,REJECTED,no candidate survived propagation gates (see audit counters),2,,,,2813.0,350x1960x111,29.9,6.26,,,,,,,,0,,8,0,path_manager_20260811_091523.log
5,off,r5_transition_reject_probe,r5_corridor_wall,8,8,REJECTED,commanded start acceleration is not flyable by the model (inverse commands do not reproduce it inside the envelope),2,,,,2805.1,350x1960x111,29.9,6.26,,,,,,,,0,,8,0,path_manager_20260811_091545.log
5,on,r5_transition_reject_probe,r5_corridor_wall,8,8,REJECTED,commanded start acceleration is not flyable by the model (inverse commands do not reproduce it inside the envelope),2,,,,2793.6,350x1960x111,29.9,6.26,,,,,,,,0,,8,0,path_manager_20260811_091606.log
5,off,r6_zone_slalom,r6_slalom_gates,8,8,CLEAN,,2,5873.0,3120.0,2858.0,3069.6,621x1176x128,35.47,6.6,111,538.2,0.079,0.1,101.4,load factor,,3,1.017e-12,8,0,path_manager_20260811_091628.log
5,on,r6_zone_slalom,r6_slalom_gates,8,8,CLEAN,,2,5873.0,3108.0,2874.0,3057.6,621x1176x128,35.47,6.6,111,538.2,0.079,0.1,101.4,load factor,,3,1.017e-12,8,0,path_manager_20260811_091652.log
5,off,r7_encircled_goal,r7_goal_ring,8,8,REJECTED,N=2 shared handoff admits no arrival retry; single-shot fallback failed too,1,,,,272.2,917x356x97,27.95,5.56,,,,,0.0,,,1,,8,0,path_manager_20260811_091715.log
5,on,r7_encircled_goal,r7_goal_ring,8,8,REJECTED,N=2 shared handoff admits no arrival retry; single-shot fallback failed too,1,,,,256.8,917x356x97,27.95,5.56,,,,,0.0,,,1,,8,0,path_manager_20260811_091734.log
