Time,BR710_N1[0],BR710_N2[0],Direct Thrust (engine 0 in lbs),BR710_N1[1],BR710_N2[1],Direct Thrust (engine 1 in lbs),Fuel Tank 0,Fuel Tank 1,Fuel Tank 2,/fdm/jsbsim/aero/alphadot-deg_sec,/fdm/jsbsim/aero/betadot-deg_sec,/fdm/jsbsim/velocities/ve-kts,/fdm/jsbsim/velocities/vc-kts,/fdm/jsbsim/velocities/mach,/fdm/jsbsim/aero/beta-deg,/fdm/jsbsim/aero/alpha-deg,/fdm/jsbsim/velocities/vtrue-kts,/fdm/jsbsim/gear/gear-cmd-norm,/fdm/jsbsim/position/h-agl-ft
0.06,0.00608936,0.00608936,0,0.00608936,0.00608936,0,8097.63,8097.63,8097.63,2.48387176196810922,0.00765331801591309646,342.376068044614783,344.491267491703184,0.566794185083439817,0.000465268617304688884,0.149809531753849673,368.499721275399736,1,4940.99077799463521
0.062,0.0062955,0.0062955,0,0.0062955,0.0062955,0,8097.63,8097.63,8097.63,2.48235630004953522,0.00764486015254055296,342.34698900779415,344.461989288152097,0.566753000726164746,0.000480559505647111453,0.154771975705907561,368.472085023523846,1,4941.64720608286916
0.064,0.00650185,0.00650185,0,0.00650185,0.00650185,0,8097.63,8097.63,8097.63,2.4807919453064855,0.00763626766942098259,342.317914409628429,344.432715470685082,0.5667118212182084,0.000495833278842461051,0.159731317739625178,368.444452224967392,1,4942.30349875642332
0.066,0.0067084,0.0067084,0,0.0067084,0.0067084,0,8097.63,8097.63,8097.63,2.47917900231965538,0.00762754164887371241,342.288844241259198,344.403446030455143,0.566670646547691392,0.000511089669258057554,0.164687460588529622,368.416822871669638,1,4942.95965622005406
0.068,0.00691516,0.00691516,0,0.00691516,0.00691516,0,8097.63,8097.63,8097.63,2.47751777509607818,0.00761868316978735367,342.259778493885051,344.374180958666955,0.566629476702747992,0.000526328411463619964,0.169640307594044942,368.389196955588545,1,4943.61567867853955
0.07,0.00712213,0.00712213,0,0.00712213,0.00712213,0,8097.63,8097.63,8097.63,2.47580856706581542,0.00760969330758292598,342.230717158684286,344.344920246511606,0.566588311671555989,0.000541549242188220327,0.174589762704359247,368.361574468701008,1,4944.27156634314179
0.072,0.0073293,0.0073293,0,0.0073293,0.0073293,0,8097.63,8097.63,8097.63,2.47405168107867013,0.00760057313424416202,342.201660226854472,344.315663885197921,0.566547151442324148,0.000556751900268339555,0.179535730473206506,368.333955403004211,1,4944.9273194316529
0.074,0.00753669,0.00753669,0,0.00753669,0.00753669,0,8097.63,8097.63,8097.63,2.47224741940087744,0.00759132371829247029,342.172607689630979,344.286411865968716,0.566505996003283552,0.000571936126718337206,0.184478116058761771,368.306339750514439,1,4945.58293814233093
0.076,0.00774427,0.00774427,0,0.00774427,0.00774427,0,8097.63,8097.63,8097.63,2.47039608371201735,0.00758194612479258252,342.143559538249633,344.25716418007363,0.566464845342703138,0.000587101664678603744,0.189416825222424978,368.278727503268499,1,4946.2384227026987
0.078,0.00795207,0.00795207,0,0.00795207,0.00795207,0,8097.63,8097.63,8097.63,2.46849797510154811,0.00757244141535663284,342.114515764023622,344.227920818832501,0.566423699448860174,0.000602248259403746528,0.194351764327703819,368.251118653323033,1,4946.89377330779007
0.08,0.00816007,0.00816007,0,0.00816007,0.00816007,0,8097.63,8097.63,8097.63,2.46655339406584506,0.00756281064813905338,342.08547635818951,344.198681773497242,0.566382558310101647,0.00061737565824012471,0.199282840338944223,368.223513192755775,1,4947.54899016561012
0.082,0.00836829,0.00836829,0,0.00836829,0.00836829,0,8097.63,8097.63,8097.63,2.46456264050498852,0.00755305487784659491,342.056441312119034,344.169447035444136,0.566341421914759779,0.000632483610692733127,0.204209960820209757,368.195911113664522,1,4948.20407349394736
0.084,0.00857671,0.00857671,0,0.00857671,0.00857671,0,8097.63,8097.63,8097.63,2.46252601371959701,0.00754317515570684591,342.027410617088549,344.140216595967786,0.566300290251244731,0.000647571868374292176,0.209133033934063239,368.168312408168219,1,4948.8590234943058
0.086,0.00878534,0.00878534,0,0.00878534,0.00878534,0,8097.63,8097.63,8097.63,2.46044381240761734,0.00753317252950253154,341.998384264491449,344.110990446468406,0.566259163307961222,0.000662640184959942691,0.214051968440371332,368.140717068407355,1,4949.51384038446849
0.088,0.00899417,0.00899417,0,0.00899417,0.00899417,0,8097.63,8097.63,8097.63,2.4583163346615402,0.00752304804354828483,341.969362245722152,344.081768578350079,0.566218041073353717,0.000677688316209334291,0.218966673695067088,368.113125086542993,1,4950.1685243627071
0.09,0.00920322,0.00920322,0,0.00920322,0.00920322,0,8097.63,8097.63,8097.63,2.45614387796504419,0.00751280273871158481,341.940344552099361,344.052550982950606,0.566176923535938181,0.000692716020010856266,0.223877059648960958,368.085536454758881,1,4950.82307564027906
0.092,0.00941247,0.00941247,0,0.00941247,0.00941247,0,8097.63,8097.63,8097.63,2.45392673919018378,0.00750243765235976846,341.911331175097928,344.023337651751831,0.566135810684209928,0.000707723056290746316,0.228783036846525983,368.057951165259396,1,4951.47749442196255
0.094,0.00962194,0.00962194,0,0.00962194,0.00962194,0,8097.63,8097.63,8097.63,2.45166521459424613,0.00749195381842923062,341.882322106174684,343.994128576220305,0.566094702506713898,0.00072270918703822495,0.233684516424644634,368.030369210271658,1,4952.13178093203624
0.096,0.00983161,0.00983161,0,0.00983161,0.00983161,0,8097.63,8097.63,8097.63,2.44935959981684537,0.00748135226738695733,341.853317336770147,343.964923747811838,0.566053598992043883,0.000737674176369186737,0.238581410111403214,368.002790582044838,1,4952.78593535575601
0.098,0.0100415,0.0100415,0,0.0100415,0.0100415,0,8097.63,8097.63,8097.63,2.4470101898770511,0.00747063402620451629,341.824316858345185,343.935723158001849,0.566012500128827312,0.000752617790343725816,0.243473630224838034,367.975215272850278,1,4953.43995791414272
